job_idx,cv_col,score_a,score_b,judge_score,reasoning,delta_a,delta_b,closer_system
30,cv_5,92,20,30,"The candidate has ML engineering experience and lists DevOps as a skill, but the CV lacks concrete experience with the core tools and large‑scale data infrastructure required (Docker, Kubernetes, Jenkins, AWS, Linux, production monitoring, security). Therefore the fit is partial but far from the job’s requirements.",62.0,10.0,B
31,cv_1,92,29,68,"The candidate has strong backend and AI agent experience, plus solid software architecture and cloud-native skills, aligning well with the core of the role. However, specific required technologies like FastAPI, SurrealDB, LangChain, spaCy, MCP protocol, and explicit frontend work are not evident, lowering the match.",24.0,39.0,A
31,cv_2,82,21,58,"The candidate has relevant AI/ML background and FastAPI experience, aligning with core requirements, but lacks many specific technologies (Docker, SurrealDB, LangChain, spaCy, MCP, agents, Scrum) and clear full‑stack development evidence, resulting in a moderate fit.",24.0,37.0,A
31,cv_3,60,31,25,"The candidate has solid full‑stack experience with Java and Angular but lacks the required AI/ML background, Python expertise, and specific technologies such as FastAPI, Docker, LangChain, spaCy, SurrealDB, and MCP. Consequently, the fit for the AI‑focused role is limited.",35.0,6.0,B
31,cv_4,40,22,25,"The candidate has strong SAP full‑stack experience and some web development with Java/Spring Boot, but lacks any AI‑related skills, Python, FastAPI, Docker, LangChain, spaCy, or MCP experience required by the job. Consequently, the fit is low.",15.0,3.0,B
31,cv_5,92,25,40,"The candidate has solid machine learning and DevOps experience, but lacks most of the specific technologies (FastAPI, Docker, SurrealDB, LangChain, spaCy, MCP, Scrum) and frontend experience required by the role. Therefore the fit is partial, not strong.",52.0,15.0,B
32,cv_1,40,64,30,"The candidate is a final‑year student with experience in Node.js, full‑stack web development and Scrum, but lacks the required Java expertise, CI/CD pipeline implementation, and monitoring/logging experience demanded by the senior role. The profile is therefore only a partial fit, far below the senior expectations.",10.0,34.0,A
32,cv_2,40,57,20,"The candidate's background is focused on business data analysis, dashboard creation, and data tools, with no evidence of Java development, software design, agile methodologies, or CI/CD experience required by the job. Consequently, the profile only partially aligns with the role's technical expectations.",20.0,37.0,A
32,cv_3,60,53,45,"The candidate has solid Cloud, DevOps, and SRE experience with CI/CD, monitoring, and logging, which aligns with some job requirements. However, there is no evidence of Java development, software design, or agile development experience, which are core to the role, resulting in a partial match.",15.0,8.0,B
32,cv_4,40,49,38,"The candidate has solid full‑stack experience but lacks Java expertise, explicit CI/CD pipeline work, and monitoring/logging tool usage required by the job. While they have relevant fintech and front‑end skills, the missing core requirements lower the fit.",2.0,11.0,A
32,cv_5,40,44,35,"The candidate has strong DevOps and machine‑learning experience and mentions NestJS, but lacks explicit Java expertise, software design methodology, and clear agile or CI/CD pipeline experience required by the role. Consequently, the fit is partial and below the baseline scores.",5.0,9.0,A
33,cv_1,10,23,8,"The candidate's background is in software engineering and web development with no mention of procurement, supply chain, or ERP experience required for the role. Consequently, the profile does not meet the core functional requirements of the job.",2.0,15.0,A
33,cv_2,20,13,8,"The candidate's background is in full‑stack software development with Java, Quarkus, Vue.js and Oracle, showing no experience in procurement, supply‑chain processes, SAP or the specific tools listed. Consequently, the fit for the approvisionneur role is minimal.",12.0,5.0,B
33,cv_3,20,13,5,"The candidate's background is entirely in cloud, DevOps, and software development with no experience in procurement, ERP (SAP) or the specific supply‑chain tools required. Consequently, the profile does not meet the core functional requirements of the Approvisionneuse role.",15.0,8.0,B
33,cv_4,20,13,5,"The candidate's background is entirely in AI research and machine learning, with no mention of supply chain, procurement, ERP (SAP) experience, or the specific tools required. Consequently, the profile does not meet the core functional requirements of the approvisionneur role.",15.0,8.0,B
33,cv_5,20,13,8,"The candidate's background is entirely in machine learning and research, with no experience in procurement, supply chain, ERP (SAP) or the listed tools. Consequently, the profile does not meet the core functional requirements of the role.",12.0,5.0,B
34,cv_1,60,40,45,"The candidate has Python experience and a Cybersecurity Essentials certification, which aligns with some technical requirements. However, the CV lacks evidence of Linux command‑line proficiency, Cisco Packet Tracer, FTP server setup, and hands‑on networking or security project experience, making the fit only partial.",15.0,5.0,B
34,cv_2,40,33,20,"The candidate has extensive machine‑learning experience and strong Python skills, but the CV shows no background in cybersecurity, Linux system administration, Cisco Packet Tracer, or FTP server setup, which are core requirements for the role. Additionally, the profile is senior‑level rather than a Bachelor‑level student seeking an apprenticeship.",20.0,13.0,B
34,cv_3,60,38,42,"The candidate has solid Python and Linux experience and some DevOps background, which aligns partially with the technical stack, but lacks explicit cybersecurity focus, Cisco Packet Tracer, FTP server setup, and password‑security project experience required by the role. Consequently, the fit is moderate rather than strong.",18.0,4.0,B
34,cv_4,20,33,12,"The candidate's experience is focused on business data analysis, dashboards, and cloud certifications, with no evidence of cybersecurity, networking, or the required Linux/Python skills. Consequently, the profile does not meet the core technical requirements of the internship.",8.0,21.0,A
34,cv_5,40,24,22,"The candidate's background is focused on machine learning and deep learning research, with no evident experience in cybersecurity, networking, or the specific tools (Cisco Packet Tracer, Linux command line, password encryption) required by the role. While Python knowledge is likely, the lack of relevant security projects makes the fit poor.",18.0,2.0,B
35,cv_1,92,61,89,"The candidate has over 5 years of data analysis experience, strong expertise in Power BI, SQL, and dashboard creation, which aligns closely with the core requirements. While MySQL and Excel are not explicitly highlighted, the overall skill set and business‑focused analytics match the job well, though not perfectly perfect.",3.0,28.0,A
35,cv_2,92,50,35,"The candidate is a senior data scientist/ML engineer with strong Python and quantitative research skills, but the CV lacks any mention of Power BI, Excel, SQL/MySQL, or dashboard development, which are core requirements for the data analyst role. Therefore the fit is limited, resulting in a low to moderate score.",57.0,15.0,B
35,cv_3,92,57,35,"The candidate is a senior data scientist/ML engineer with strong Python and quantitative research skills, but the CV lacks any mention of Power BI, Excel, SQL/MySQL, or dashboard development, which are core requirements for the data analyst role. Therefore the fit is limited to general data analysis, not the specific BI focus.",57.0,22.0,B
35,cv_4,20,34,18,"The candidate's experience is centered on mechanical engineering, robotics, and product design, with no evidence of data analysis, BI dashboard development, or proficiency in Power BI, SQL, or MySQL. Consequently, the profile does not meet the core requirements of the Data Analyst role.",2.0,16.0,A
35,cv_5,40,36,25,"The candidate's background is focused on machine learning research and deep learning engineering, with no evidence of experience in business intelligence, Power BI, Excel, or SQL data analysis. Consequently, the profile lacks the core skills required for the Data Analyst role, resulting in a low match.",15.0,11.0,B
36,cv_1,92,29,90,"The candidate has extensive senior-level experience in cybersecurity, especially in OT/SCADA environments, with strong incident management, risk analysis, and compliance certifications that align closely with the job requirements. The profile matches the need for threat detection development and cross‑team collaboration, though the CV lacks explicit mention of advanced threat detection tool development, preventing a perfect score.",2.0,61.0,A
36,cv_2,20,20,5,"The candidate's background is centered on data analytics, business intelligence, and data science certifications, with no evident experience in cybersecurity, threat detection, incident response, or compliance. Therefore, the fit for a Senior Cybersecurity Engineer role is minimal.",15.0,15.0,tie
36,cv_3,60,15,25,"The candidate's background is focused on cloud infrastructure, DevOps, and SRE with no explicit experience in cybersecurity, threat detection, compliance, or incident response required for the senior security role. Therefore the fit is low, though some relevant experience in critical environments (banking, health) provides limited relevance.",35.0,10.0,B
36,cv_4,40,18,25,"The candidate has networking and some security appliance experience, but lacks senior-level cybersecurity expertise, threat detection, incident response, and compliance work required for the role. The CV does not demonstrate the depth of risk analysis or security strategy development needed for a Senior Cybersecurity Engineer.",15.0,7.0,B
36,cv_5,20,14,5,"The candidate's background is focused on machine learning, deep learning, and research internships with no mention of cybersecurity, threat detection, incident response, or compliance experience. Consequently, the profile does not meet the core requirements of a Senior Cybersecurity Engineer.",15.0,9.0,B
37,cv_1,92,52,84,"The candidate has over 5 years of data analysis experience, strong expertise in Power BI and SQL, and a proven track record building dashboards and data models, which aligns well with the core job requirements. However, the CV does not explicitly mention Power Query or DAX, so the fit is strong but not perfect.",8.0,32.0,A
37,cv_2,40,28,25,"The candidate is a Machine Learning Engineer with strong Python and data science skills, but the job requires expertise in Power BI, SQL, Power Query, and DAX, which are not mentioned in the CV. Therefore the fit is limited, resulting in a low score.",15.0,3.0,B
37,cv_3,20,23,12,"The candidate's profile focuses on full‑stack web development with technologies like React, Angular, and Flutter, and lacks any mention of Power BI, SQL, Power Query, DAX, or data‑analysis experience required by the job. Consequently, the fit for the Data Analyst role is minimal.",8.0,11.0,A
37,cv_4,20,38,25,"The candidate has strong AI/ML experience but lacks the specific tools and expertise required for the Data Analyst role, such as Power BI, Power Query, DAX, and extensive SQL reporting. While there is some overlap in data analysis skills, the mismatch in core technologies leads to a low suitability score.",5.0,13.0,A
37,cv_5,20,17,12,"The candidate's experience is focused on machine learning, deep learning research, and software development, with no evidence of Power BI, SQL, Power Query, DAX, or dashboard/report creation. Consequently, the profile does not meet the core technical requirements of the Data Analyst role.",8.0,5.0,B
38,cv_1,60,23,28,"The candidate has solid full‑stack experience and React skills, but lacks the core Python/Flask backend, PostgreSQL, Elasticsearch, Redis, Kafka, Linux, and CI/CD tooling required by the role. Consequently the fit is limited, resulting in a low score.",32.0,5.0,B
38,cv_2,40,37,25,"The candidate has solid JavaScript and front‑end experience (React, Next.js) but lacks the required Python/Flask backend, database, messaging, and DevOps skills (PostgreSQL, Elasticsearch, Redis, Kafka, Docker, Ansible, Jenkins). Additionally, the profile is junior level, not the senior experience the role demands.",15.0,12.0,B
38,cv_3,60,33,35,"The candidate has full‑stack experience and Linux knowledge, but lacks the core required technologies (Python, Flask, React, PostgreSQL, Elasticsearch, Redis, Kafka, Docker/Ansible/Jenkins). The mismatch on the primary tech stack reduces the fit significantly.",25.0,2.0,B
38,cv_4,40,23,25,"The candidate's background is centered on data engineering, AI, and Scrum, with no evidence of experience in full‑stack development, Flask, React, or the listed backend technologies. While they have Python and Agile experience, the core requirements for the Full Stack role are largely missing.",15.0,2.0,B
38,cv_5,20,19,18,"The candidate's background is focused on machine learning, deep learning research, and some DevOps, with no clear experience in the required web stack (Python/Flask, React, PostgreSQL, Elasticsearch, Redis, Kafka) or the specific CI/CD tools listed. While there is some overlap in Linux and Docker knowledge, the core full‑stack development and architecture skills are missing, resulting in a low match.",2.0,1.0,B
61,cv_1,40,28,18,"The candidate's background is centered on .NET full‑stack development with no evidence of expertise in machine learning, neural networks, fuzzy logic, swarm intelligence, or IoT. There is also no indication of research, teaching, or industry‑collaboration experience required for a professor/researcher role.",22.0,10.0,B
61,cv_2,40,30,25,"The candidate's background is centered on mechanical engineering, robotics, and product design with no evident experience in AI, machine learning, neural networks, fuzzy logic, or IoT, nor any teaching or research credentials required for the professor/researcher role. Consequently, the fit is poor.",15.0,5.0,B
61,cv_3,20,29,18,"The candidate's background is focused on Microsoft consulting, data science, and project management with no explicit experience in AI research, machine learning, neural networks, fuzzy logic, swarm intelligence, or IoT. There is also no evidence of teaching or academic research activities required for the professor/researcher role.",2.0,11.0,A
61,cv_4,92,40,30,"The candidate has strong industry machine‑learning experience but lacks academic credentials, teaching experience, and specific expertise in IoT, fuzzy logic, swarm intelligence, or domain applications (medicine, transport, energy) required by the role. Consequently, the fit is limited to general AI knowledge, not the specialized research and educational responsibilities.",62.0,10.0,B
61,cv_5,20,22,12,"The candidate's background is focused on full‑stack web development and network administration, with no evidence of expertise in AI, machine learning, IoT, or research/teaching activities required by the role. Consequently, the fit is very low.",8.0,10.0,A
62,cv_1,70,34,45,"The candidate has solid web development and agile experience, but lacks explicit front‑end framework, UI/UX, accessibility, and Azure DevOps/GitHub Actions expertise required for the role. This results in a partial rather than strong match.",25.0,11.0,B
62,cv_2,80,28,25,"The candidate's CV emphasizes backend engineering, cloud services, and AI architecture with no clear evidence of frontend skills, UI/UX design, or experience with Azure DevOps/GitHub Actions required for the role. Consequently, the fit for a Frontend Developer position is low.",55.0,3.0,B
62,cv_3,85,28,25,"The candidate's experience is heavily focused on backend engineering, cloud services, and AI architecture, with no clear evidence of frontend technologies, UI/UX design, accessibility, or the specific DevOps tools mentioned. Consequently, the fit for a Frontend Developer role is weak.",60.0,3.0,B
62,cv_4,20,25,12,"The candidate's background is focused on data science, machine learning, and computer vision, with no evidence of frontend development skills such as HTML, CSS, JavaScript, or UI frameworks. Consequently, the profile does not meet the core technical and Agile requirements of the Frontend Developer role.",8.0,13.0,A
62,cv_5,20,19,12,"The candidate's experience is focused on machine learning, deep learning research, and DevOps, with no evidence of frontend development, UI/UX design, or experience with Azure DevOps and GitHub Actions. Consequently, the profile does not meet the core requirements of a Frontend Developer role.",8.0,7.0,B
63,cv_1,20,21,15,"The candidate is a final‑year student with experience in Java/Spring, Docker, Linux and CI/CD, but lacks any demonstrated security expertise, Python or Go skills, and does not have professional experience in threat detection or security strategy. The profile is therefore only a very partial fit for an experienced security‑focused software engineer role.",5.0,6.0,A
63,cv_2,30,12,15,"The candidate has solid full‑stack web development experience but no evidence of security expertise, Python/Go programming, Linux or Docker usage, or involvement in security strategy and training. Consequently, the profile only partially aligns with the job’s core requirements.",15.0,3.0,B
63,cv_3,40,27,25,"The candidate has solid full‑stack development experience and Linux knowledge, but lacks any demonstrated security expertise, Python/Go/Docker experience, or work on threat detection and security strategy required by the role. Consequently, the fit is weak, resulting in a low score.",15.0,2.0,B
63,cv_4,30,19,22,"The candidate has strong Python and software development experience but lacks any demonstrated background in security, Go, Docker, Linux, or secure development processes required by the role. The focus on AI/ML and lack of relevant security experience makes the fit low.",8.0,3.0,B
63,cv_5,40,17,25,"The candidate has strong Python and DevOps experience and likely works with Linux and Docker, but lacks any demonstrated security expertise, threat detection work, Go programming, or experience defining security strategies, which are core to the role.",15.0,8.0,B
64,cv_1,20,45,18,"The candidate is a final-year computer engineering student with general software development experience, lacking a PhD, blockchain, federated learning, and smart‑grid expertise required by the role. Consequently, the fit is very low.",2.0,27.0,A
64,cv_2,20,27,12,"The candidate has solid frontend development experience but lacks the required PhD, blockchain expertise, and experience with smart grid, sensor networks, or federated learning. Consequently, the profile only partially aligns with the highly specialized research role.",8.0,15.0,A
64,cv_3,40,44,25,"The candidate lacks a PhD and any experience with blockchain, federated learning, smart grids, or sensor networks, which are core requirements. While they have solid DevOps and cloud engineering skills, these do not compensate for the missing domain expertise.",15.0,19.0,A
64,cv_4,92,34,25,"The candidate lacks a PhD in Information Systems, blockchain experience, and work in smart grid or federated learning, which are core requirements. Their background is strong in machine learning engineering but not aligned with the specialized research focus.",67.0,9.0,B
64,cv_5,60,33,22,"The candidate has solid machine learning experience but lacks a PhD in information systems, blockchain expertise, federated learning, and smart‑grid or sensor‑network background required by the role. Consequently, the fit is weak.",38.0,11.0,B
65,cv_1,60,31,35,"The candidate shows general web development and full‑stack experience, but lacks the specific required skills in PHP, Symfony, Docker, CI/CD, Bootstrap, and MySQL/PostgreSQL. The mismatch on core technologies reduces the fit for this junior role.",25.0,4.0,B
65,cv_2,20,13,12,"The candidate's background is focused on machine learning, MLOps, and senior engineering roles with no evidence of PHP, Symfony, Bootstrap, or database experience required for a junior web developer. Consequently, the fit with the web development requirements is very low.",8.0,1.0,B
65,cv_3,80,22,25,"The candidate has strong front‑end experience with React, Node.js, Git and Agile practices, but lacks the core back‑end technologies required (PHP, Symfony, MySQL/PostgreSQL) and the junior‑level experience the role expects. Additionally, there is no evidence of Docker, CI/CD, or Bootstrap usage, resulting in a poor overall fit.",55.0,3.0,B
65,cv_4,20,13,12,"The candidate's background is focused on data science, Python, and machine learning, with no evidence of experience in PHP, Symfony, Docker, Git, CI/CD, or front‑end frameworks like Bootstrap. Consequently, the profile does not meet the core technical requirements for a junior web developer role.",8.0,1.0,B
65,cv_5,20,13,12,"The candidate's background is focused on machine learning, deep learning, and DevOps, with no evidence of PHP, Symfony, Bootstrap, or database experience required for the junior web developer role. Consequently, the profile does not meet the core technical requirements of the job.",8.0,1.0,B
66,cv_1,92,42,68,"The candidate has strong React and TypeScript experience and solid frontend testing skills, matching core requirements. However, they lack experience with Next.js, Vue.js, and demonstrable senior-level UI/UX design expertise, which prevents a higher score.",24.0,26.0,A
66,cv_2,60,12,18,"The candidate has extensive backend and architecture experience but the CV does not mention any of the required frontend technologies (React, Next.js, TypeScript, Vue.js) or UI/UX design expertise. Therefore the fit for a Senior Frontend Engineer role is very low.",42.0,6.0,B
66,cv_3,40,10,20,"The candidate has extensive software engineering and backend experience, but the CV does not demonstrate the required frontend expertise in React, Next.js, TypeScript, or Vue.js, nor UI/UX design skills. Therefore the fit for a Senior Frontend Engineer role is limited.",20.0,10.0,B
66,cv_4,20,10,5,"The candidate's background is focused on data science, machine learning, and quantitative research with Python, lacking any mention of frontend technologies such as React, Next.js, TypeScript, or Vue.js required for the senior frontend role. Consequently, the fit is minimal.",15.0,5.0,B
66,cv_5,20,10,5,"The candidate's experience is focused on machine learning, deep learning, and DevOps, with no evidence of frontend development skills such as React, Next.js, TypeScript, or Vue.js. Consequently, the profile does not meet the core technical requirements for a Senior Frontend Engineer.",15.0,5.0,B
67,cv_1,92,40,65,"The candidate has solid JavaScript and React experience and works as a full‑stack developer, matching core front‑end requirements. However, the CV does not mention TypeScript, NextJS, TailwindCSS, Bootstrap, or experience converting Figma designs, which are key job criteria.",27.0,25.0,B
67,cv_2,20,19,12,"The candidate's background is focused on Site Reliability Engineering, DevOps, and cloud infrastructure with no mention of front‑end technologies such as JavaScript, React, NextJS, or UI design tools. Consequently, the profile does not meet the core technical requirements of the front‑end developer role.",8.0,7.0,B
67,cv_3,40,22,15,"The candidate's experience is focused on backend and data science work at Microsoft and teaching OS/DSA, with no evidence of JavaScript, React, NextJS, TailwindCSS, or front‑end UI development. Consequently, the profile does not meet the core front‑end requirements of the job.",25.0,7.0,B
67,cv_4,20,22,35,"The candidate has solid front‑end experience with Angular and TypeScript, but lacks the specific required stack (React, NextJS, TailwindCSS, Bootstrap) and demonstrated Figma‑to‑code work. Overall fit is low to moderate.",15.0,13.0,B
67,cv_5,20,19,8,"The candidate's background is focused on machine learning, deep learning, and DevOps, with no mention of front‑end technologies such as JavaScript, React, NextJS, or CSS frameworks required by the job. Consequently, the profile does not meet the core front‑end development requirements, resulting in a very low fit.",12.0,11.0,B
68,cv_1,72,41,85,"The candidate has solid full‑stack experience with Java/Spring Boot and React, matching the web development focus, and also possesses machine‑learning knowledge for AI integration. Their DevOps, Docker, and CI/CD skills further align with the security and scalability requirements, making them a strong fit despite being an intern candidate.",13.0,44.0,A
68,cv_2,40,38,25,"The candidate's experience is centered on data analysis, reporting, and pipeline automation using Python, SQL, and Azure, with no evidence of front‑end development, UI design, or full‑stack web application work required by the job. While there is some overlap in backend programming, the lack of web development and machine‑learning integration skills makes the fit weak.",15.0,13.0,B
68,cv_3,60,23,30,"The candidate has strong cloud and DevOps expertise but lacks demonstrated front‑end development, UI design, and machine‑learning integration experience required for a full‑stack role. Therefore the fit is limited, resulting in a low to moderate score.",30.0,7.0,B
68,cv_4,20,26,12,"The candidate's background is in electrical and telecommunications engineering with experience in hardware, network troubleshooting, and 4G/5G systems, but there is no evidence of software development, web technologies, or AI/ML skills required for a full‑stack developer role. Consequently, the fit is very low.",8.0,14.0,A
68,cv_5,80,27,58,"The candidate has strong machine learning and DevOps experience and knows NestJS, which aligns with the backend and AI integration aspects of the role. However, the CV lacks clear evidence of front‑end UI development or design skills required for a full‑stack web developer, limiting the overall fit.",22.0,31.0,A
81,cv_1,92,54,90,"The candidate has over 5 years of data analysis experience, strong expertise with Power BI, SQL, and Python, and a proven record of building dashboards and communicating insights, matching the core job requirements. The only minor gap is no explicit mention of Excel, but overall the profile aligns closely with the role.",2.0,36.0,A
81,cv_2,40,25,20,"The CV focuses on cloud engineering, AWS certifications, and software development with Bash, lacking any mention of SQL, Power BI, Excel, Python, or data analysis experience required for the Data Analyst role. Consequently, the candidate does not meet the core technical and communication requirements of the job.",20.0,5.0,B
81,cv_3,40,33,25,"The candidate's background is primarily software engineering with Java, Spring, and some T-SQL, lacking the core data‑analysis skills required (Power BI, Excel, Python, data visualization, and strong analytical experience). The limited SQL knowledge provides a slight relevance but overall the fit is weak.",15.0,8.0,B
84,cv_1,92,35,78,"The candidate has solid AR/XR design experience, prototype delivery, and UI/UX work that aligns with mixed‑reality solution design. However, the CV does not explicitly mention Unity 3D development or AI integration, which are key job requirements, so the fit is strong but not perfect.",14.0,43.0,A
84,cv_2,20,40,18,"The candidate's background is focused on .NET full‑stack web development, microservices, and DevOps, with no evidence of Unity 3D, VR/AR, or mixed‑reality experience required by the role. Consequently, the fit is very low. ",2.0,22.0,A
84,cv_3,30,37,15,"The candidate's experience is focused on iOS frontend development with Swift/SwiftUI and financial applications, with no mention of Unity 3D, VR/AR, or mixed‑reality development required by the job. Consequently, the fit is very low.",15.0,22.0,A
84,cv_4,40,32,20,"The candidate's experience is centered on full‑stack web development (Python, Django, .NET) and fleet management, with no evidence of Unity 3D, C# or VR/AR development. Consequently, key requirements for mixed‑reality solution design are missing, resulting in a low fit.",20.0,12.0,B
84,cv_5,60,36,20,"The candidate's experience is focused on machine learning, deep learning, and geometric deep learning, with no mention of Unity 3D, VR/AR, or mixed‑reality development. Consequently, key job requirements such as Unity development, HMI design, and mixed‑reality prototyping are missing.",40.0,16.0,B
85,cv_1,20,7,15,"The candidate has general software engineering experience and familiarity with web development and agile practices, but lacks the specific backend technologies (Go, Ruby, microservices, Docker, Mesos, RabbitMQ, gRPC) and production/CI‑CD responsibilities required by the role. Consequently, the fit is low but not zero.",5.0,8.0,A
85,cv_2,40,7,30,"The candidate has solid backend experience with Java/Quarkus and Docker, but lacks the required Go, Ruby/Rails, microservices, RabbitMQ, gRPC, and Mesos expertise highlighted in the job description. The mismatch on core language and platform requirements limits the fit despite relevant full‑stack and Docker skills.",10.0,23.0,A
85,cv_3,20,7,13,"The candidate's experience is focused on .NET and Angular full‑stack development, with no evidence of Go, Ruby, microservices, Docker, RabbitMQ, gRPC, or CI/CD work required by the job. Consequently, the fit is poor, though the candidate does have solid software engineering background.",7.0,6.0,B
85,cv_4,20,7,8,"The candidate's background is focused on data science, Python, and machine learning, with no evidence of experience in Go, Ruby, Ruby on Rails, or the listed backend infrastructure tools. Consequently, the profile does not meet the core backend development requirements of the job.",12.0,1.0,B
85,cv_5,20,7,15,"The candidate shows DevOps experience and some backend exposure (NestJS), but lacks the core required languages (Go, Ruby/Rails) and specific microservices, RabbitMQ, gRPC experience. Overall the profile is only loosely related to the backend engineering role.",5.0,8.0,A
86,cv_1,92,31,88,"The candidate has strong Kubernetes expertise, IaC experience, and multiple relevant certifications, aligning well with the core requirements. While AWS experience is less emphasized than desired, the overall skill set and 6 years of DevOps work make them a strong fit.",4.0,57.0,A
86,cv_2,20,22,15,"The candidate is a junior full‑stack engineer with only a basic AWS Cloud Practitioner certification and no demonstrated experience with Kubernetes, CI/CD pipelines, or senior‑level cloud infrastructure design. The profile lacks the required senior DevOps expertise, making it a poor fit for the role.",5.0,7.0,A
