job_idx,cv_col,source,model,label,score,label_checked,justification,generated_at
15,cv_3,ollama,gemma3:4b,Good Fit,75,Good Fit,"The candidate's experience with Python, Django, Flask, and JavaScript aligns well with the job description's required technologies. While the job emphasizes a specific stack (NodeJS, Express, React, MongoDB), the candidate's broader full-stack skills and interest in data science demonstrate a willingness to learn and adapt, making them a solid fit for the role's innovative environment.",2026-05-06T20:56:08.876027
15,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience significative dans le secteur des télécommunications, notamment avec Nokia et Huawei, ce qui correspond à certains aspects de l'offre. Cependant, son CV met l'accent sur les télécommunications et les systèmes BTS, tandis que l'offre d'emploi recherche spécifiquement un développeur full-stack avec une expertise dans les technologies web modernes comme NodeJS, React et MongoDB, ce qui représente un écart important.",2026-05-06T20:56:12.386614
15,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep aligns well with the role's focus on innovative solutions and deep learning, demonstrated by her project on Alzheimer's disease classification. While her primary skillset leans towards machine learning, her proficiency in Python and experience with relevant frameworks like TensorFlow (implied by Deep Learning) makes her a potentially valuable contributor to the full-stack development aspects of the role.",2026-05-06T20:56:15.897620
16,cv_1,ollama,gemma3:4b,Strong Match,88,Strong Match,"Anas's CV demonstrates a strong alignment with the job description, showcasing over 5 years of experience in data analysis, reporting, and dashboard creation using tools like Power BI, Python, and SQL – all of which are explicitly mentioned in the job posting. His experience at EY and Timsoft Group directly addresses the responsibilities outlined for the Data Analyst role, making him a highly suitable candidate.",2026-05-06T20:56:19.966572
16,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience significative dans le secteur des télécommunications, notamment avec Nokia et Huawei, ce qui est un atout, mais il n'y a pas de mention directe de l'utilisation d'outils d'analyse de données tels que Power BI, R ou Python, qui sont essentiels pour le poste.",2026-05-06T20:56:22.972962
16,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience significative dans le secteur des télécommunications, notamment avec Nokia et Huawei, ce qui est pertinent pour l'analyse de données dans un contexte technologique. Cependant, son CV ne met pas suffisamment en avant les compétences analytiques et les outils spécifiques (Power BI, SQL, Python, R) recherchés dans l'offre d'emploi.",2026-05-06T20:56:25.666161
16,cv_4,ollama,gemma3:4b,Good Fit,78,Good Fit,"Somnath's experience as a Machine Learning Engineer at TCS aligns well with the analytical skills required, and his certifications in Azure AI and Google Cloud demonstrate a proactive approach to learning. While his language skills are diverse, the job description emphasizes SQL and data visualization tools, which are prominently featured in his resume.",2026-05-06T20:56:28.339484
16,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, particularly with Deep Learning and geometric deep learning techniques, aligns well with the role's emphasis on data analysis and trend identification. While the specific tools listed in the job description (Power BI, SSRS, etc.) are not explicitly mentioned on the CV, her expertise in Python, R, and related methodologies demonstrates a strong analytical foundation.",2026-05-06T20:56:31.619131
17,cv_1,ollama,gemma3:4b,Good Fit,78,Good Fit,"Mandar Mokashi possède une expérience pertinente dans le cloud et DevOps, avec des rôles chez TCS et Accenture, ce qui correspond aux exigences de l'offre d'emploi. Bien que son expérience dans IBM soit plus courte, son profil met en évidence des compétences clés telles que Terraform, Docker, et Azure, qui sont directement mentionnées dans l'offre.",2026-05-06T20:56:35.190608
17,cv_2,ollama,gemma3:4b,Strong Match,88,Strong Match,"Salma's CV demonstrates significant experience as an SRE, directly aligning with the requirements of the DevOps Engineer role, particularly her expertise with Terraform, Python, and AWS. Furthermore, her academic background in Computer Engineering and involvement in DevOps-related projects strongly support her suitability for this position.",2026-05-06T20:56:38.189561
17,cv_3,ollama,gemma3:4b,Weak Match,40,Weak Match,"While the candidate possesses a relevant engineering degree and some experience, the CV lacks specific DevOps skills and experience with the technologies listed in the job description (Kubernetes, Terraform, AWS, etc.). The listed skills (LabVIEW, UiPath, Git) are not aligned with the DevOps role, and the candidate's language skills are limited, suggesting a potential communication barrier.",2026-05-06T20:56:41.576766
17,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Mohamed's background is heavily focused on Machine Learning and AI, the job description emphasizes DevOps skills with specific tools like Kubernetes, Terraform, and AWS. His experience with AI and data science is valuable, but the core DevOps requirements are not prominently reflected in his CV, suggesting a moderate fit.",2026-05-06T20:56:44.934511
17,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep aligns with the need for technical expertise, particularly in Deep Learning and Geometric Deep Learning, which are relevant to the DevOps role's focus on performance optimization and monitoring. However, her CV lacks direct experience with core DevOps tools like Kubernetes, Terraform, and AWS, which are heavily emphasized in the job description.",2026-05-06T20:56:48.746388
18,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Hamza possède des compétences en développement full-stack, notamment avec Next.js et Java Spring Boot, ce qui est un atout, mais il manque l'expérience spécifique avec PHP, Symfony et Docker mentionnés dans l'offre d'emploi. De plus, son expérience professionnelle est limitée et principalement axée sur des projets plus petits, ce qui pourrait ne pas correspondre aux exigences d'un rôle chez SkyGate.",2026-05-06T20:56:52.332448
18,cv_2,ollama,gemma3:4b,Strong Match,88,Strong Match,"Azza's extensive experience with Kubernetes, OpenShift, and IaC aligns perfectly with SkyGate's requirements for a full-stack developer focused on cloud technologies. Her background in SRE and previous roles developing automated deployment pipelines further demonstrates a strong fit for the advertised position's emphasis on DevOps and continuous improvement.",2026-05-06T20:56:55.753050
18,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Bien que Mohamed Nadhir DAOUD possède une solide expérience en Machine Learning et en gestion, son CV ne met pas en évidence une expertise directe dans les technologies spécifiques mentionnées dans l'offre d'emploi (PHP, Symfony, Docker, MySQL, PostgreSQL).  De plus, son expérience récente en tant que Senior ML Engineer est limitée, ce qui pourrait poser des défis pour les projets de développement full-stack demandés.",2026-05-06T20:56:59.346093
18,cv_4,ollama,gemma3:4b,Good Fit,75,Good Fit,"The candidate's background in data science, machine learning, and AI aligns well with the role's emphasis on technical skills and innovative solutions. While the job description focuses on full-stack development with PHP and Symfony, the candidate's experience with Python, FastAPI, and AI applications demonstrates a strong aptitude for modern development practices and a willingness to learn new technologies.",2026-05-06T20:57:03.195122
18,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience with Deep Learning and Machine Learning aligns well with the innovative environment at SkyGate, particularly given their use of Geometric Deep Learning. While the offer emphasizes PHP and Symfony, Heni's background in Machine Learning and related technologies demonstrates a strong technical aptitude and adaptability to new challenges.",2026-05-06T20:57:06.116934
19,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate possesses some relevant skills like Java, React, and DevOps tools, aligning with the job description's requirements. However, the experience is limited to full-stack development and lacks specific expertise in AI/ML, Groovy, and the advanced Azure services mentioned, indicating a moderate fit for the senior role's broader scope.",2026-05-06T20:57:09.236976
19,cv_2,ollama,gemma3:4b,Strong Match,88,Strong Match,"Sara Oualha's CV demonstrates a strong alignment with the job description, showcasing experience with key technologies like Python, Java, Docker, and Azure. Her project experience, particularly with the Telnet Academy and SOWISO platform, highlights her skills in Agile development, microservices, and modern web technologies, directly addressing the requirements of the role.",2026-05-06T20:57:13.041715
19,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Moetez Saidi possède une solide expérience en science des données et en ingénierie des données, avec des compétences en Python et des microservices, ce qui correspond à certains aspects de l'offre. Cependant, son expérience est principalement axée sur le machine learning et l'analyse de données, et il manque de compétences spécifiques mentionnées dans l'offre, telles que Docker, Jenkins, Ansible et les technologies cloud Azure.",2026-05-06T20:57:17.152091
19,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's background is primarily in robotics and hardware development, with experience in design and prototyping, which aligns with some aspects of the job description. However, the candidate lacks direct experience with the specific technologies listed (Python, Java, Docker, Jenkins, Azure) and microservices architecture, making a strong match less likely. While their engineering skills are valuable, the required depth in DevOps and AI/ML is not evident from the CV.",2026-05-06T20:57:21.051477
19,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep aligns well with the AI and Machine Learning aspects of the role, particularly her work with Deep Learning and Geometric Deep Learning. While her specific toolset (Jenkins, Ansible) is less emphasized in the job description, her demonstrated skills in Python and related technologies, combined with her academic background, suggest a strong potential fit for the technical challenges.",2026-05-06T20:57:24.425423
20,cv_1,ollama,gemma3:4b,Good Fit,82,Good Fit,"The candidate's CV highlights significant experience with modern web development technologies like React, Angular, and Next.js, aligning well with the job description's requirements. Furthermore, their portfolio showcases a passion for UI/UX and modern styling, demonstrating a strong alignment with the company's focus on exceptional user experiences.",2026-05-06T20:57:27.557847
20,cv_2,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's experience with Angular, Spring Boot, and Java aligns well with the job description's requirements, particularly the use of Next.js and TypeScript. While the candidate's primary experience is in financial applications, their full-stack skills and demonstrated ability to work with modern frameworks make them a strong candidate for this role.",2026-05-06T20:57:31.528996
20,cv_3,ollama,gemma3:4b,Good Fit,75,Good Fit,"Mandar's experience as a DevOps Engineer with a focus on cloud technologies like Azure and Terraform aligns well with the job description's requirements for modern development tools and methodologies. While the role emphasizes full-stack development, Mandar's background and skills demonstrate a strong understanding of DevOps principles and relevant technologies, making him a solid fit for the team's needs.",2026-05-06T20:57:34.814021
20,cv_4,ollama,gemma3:4b,Poor Match,35,Weak Match,"While Akrem possesses a Computer Science Engineering degree, his skills and experience heavily focus on data science, machine learning, and RPA, which are not aligned with the requirements of a full-stack web developer role utilizing Next.js, TypeScript, and Tailwind CSS.",2026-05-06T20:57:37.652635
20,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, particularly with Deep Learning and Geometric Deep Learning, aligns well with the technical skills listed in the job description, including Next.js and TypeScript. While the role emphasizes full-stack development, Heni's background demonstrates a strong foundation in relevant technologies and methodologies.",2026-05-06T20:57:40.846106
21,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Hamza's experience primarily focuses on full-stack development with Node.js, Next.js, and Java Spring Boot, which aligns with the general software development skills required. However, the job description emphasizes Site Reliability Engineering (SRE) with a strong focus on systems, networks, and cloud technologies, areas where Hamza's experience is limited and the CV lacks specific details.",2026-05-06T20:57:44.576425
21,cv_2,ollama,gemma3:4b,Strong Match,88,Strong Match,"Raihane's CV demonstrates significant expertise in Kubernetes, IaC, and DevOps practices, aligning perfectly with the job description's requirements for a Site Reliability Engineer. Her certifications (CKA, CKAD, CKS, AWS Machine Learning) and experience with relevant technologies (AWS, Terraform, KEDA) make her a strong candidate for this role.",2026-05-06T20:57:48.226027
21,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience en développement logiciel, DevOps et cloud computing, ce qui correspond à certains aspects du poste. Cependant, son expérience spécifique en ingénierie de confiance de site est limitée, et il n'y a pas de mention explicite des outils et technologies spécifiques listés dans l'offre d'emploi, ce qui représente un point faible.",2026-05-06T20:57:51.422348
21,cv_4,ollama,gemma3:4b,Good Fit,75,Good Fit,"The candidate's background in Machine Learning and AI research aligns well with the job's emphasis on systems, networks, and security, particularly with experience in large language models. While the candidate's specific toolset doesn't perfectly match the listed technologies, their strong analytical and problem-solving skills, combined with their AI expertise, make them a valuable addition to the team.",2026-05-06T20:57:54.770840
21,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep aligns with the need for technical expertise in the role, particularly with Deep Learning and Geometric Deep Learning. However, her background is heavily focused on research and specific deep learning applications, lacking direct experience with the broader range of technologies and systems listed in the job description, such as AWS, Kubernetes, and network administration.",2026-05-06T20:57:58.212695
22,cv_1,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"Arslaan's resume demonstrates a foundational understanding of cloud technologies, particularly Azure and Google Cloud, aligning with some of the required skills. However, his experience is primarily focused on GCP and DevOps tools like Kubernetes and Docker, while the job description emphasizes a broader Microsoft Azure ecosystem and architectural design, indicating a gap in specific Azure expertise and architectural experience.",2026-05-06T20:58:02.065758
22,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience significative en DevOps et en infrastructure as code avec Terraform, ce qui correspond aux exigences de l'offre. Cependant, son expérience principale est axée sur AWS et IBM, et il manque de compétences spécifiques mentionnées dans l'offre, telles que l'expertise approfondie dans l'écosystème Microsoft et Azure.",2026-05-06T20:58:05.110289
22,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's experience as a full-stack developer with a focus on Open edX and Node.js/React.js aligns with some of the required skills like .Net and cloud native development, however, the CV lacks specific experience in Azure, Terraform, and DevSecOps, which are key requirements of the role. While the candidate demonstrates a strong learning attitude and a passion for technology, the depth of experience in the listed technologies is a limiting factor.",2026-05-06T20:58:08.764072
22,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's experience with the MERN stack and full-stack development aligns with some of the required skills like Node.js and React, however, the job description emphasizes Azure, DevSecOps, and a strong focus on Microsoft cloud technologies which are not prominently featured in the candidate's CV. While the candidate demonstrates strong development skills, the specific cloud architecture and security expertise needed for this role are lacking.",2026-05-06T20:58:12.495382
22,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil possède une expérience significative en Machine Learning et Deep Learning, ce qui correspond à une partie des compétences recherchées, mais son expérience est principalement axée sur la recherche et l'analyse de données, et ne couvre pas directement l'architecture cloud, l'infrastructure as code ou les bonnes pratiques de sécurité dans les pipelines.",2026-05-06T20:58:15.924489
23,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience en développement full-stack, notamment avec JavaScript et React, ce qui correspond à certaines des technologies mentionnées dans l'offre. Cependant, l'offre met l'accent sur des technologies spécifiques comme Magento, PHP, et des frameworks plus avancés, et le CV ne montre pas une expertise approfondie dans ces domaines, limitant ainsi le match.",2026-05-06T20:58:19.167585
23,cv_2,ollama,gemma3:4b,Weak Match,35,Weak Match,"Le CV du candidat présente une expérience limitée et des technologies obsolètes (JSP, PHP) qui ne correspondent pas aux technologies modernes et recherchées dans l'offre (NextJS, Strapi, Vue3). Bien que le candidat possède des compétences Java et Spring, l'expérience est très courte et ne démontre pas une expertise full-stack récente et pertinente pour les projets proposés.",2026-05-06T20:58:22.396880
23,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's experience with JavaScript, React Native, and Java aligns well with the required technologies, particularly NextJS and Magento. While the CV doesn't explicitly highlight extensive experience with PHP or Magento 2, the candidate's strong academic background and internship experiences demonstrate a solid foundation in software development principles and a willingness to learn new technologies.",2026-05-06T20:58:25.514568
23,cv_4,ollama,gemma3:4b,Weak Match,45,Weak Match,"Bien que le candidat possède une expérience en ingénierie télécommunication et des compétences en réseau, son CV ne démontre pas une expérience significative en développement full-stack, en particulier avec les technologies spécifiques mentionnées dans l'offre d'emploi comme NextJS, Strapi CMS, Magento 2 et les frameworks PHP/JavaScript modernes.  De plus, son expérience est principalement axée sur l'infrastructure et le support technique plutôt que sur le développement d'applications web.",2026-05-06T20:58:29.690789
23,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil possède une expérience significative en Machine Learning et Deep Learning, ce qui correspond à une partie des compétences recherchées, mais son expérience en développement full-stack est limitée et ne correspond pas aux technologies spécifiques mentionnées (Magento, NextJS, Strapi) dans l'offre d'emploi.",2026-05-06T20:58:32.334138
24,cv_1,ollama,gemma3:4b,Strong Match,88,Strong Match,"Mohamed Nadhir DAOUD possède une expérience significative en tant que Senior ML Engineer chez InstaDeep, travaillant directement sur des projets d'apprentissage automatique et de modélisation prédictive, ce qui correspond parfaitement aux exigences de l'offre d'emploi. De plus, son parcours académique inclut un Master en MBA et un PhD en Intelligence Artificielle, démontrant une solide base théorique et pratique.",2026-05-06T20:58:35.808016
24,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Brendan's background is in full-stack engineering and he possesses strong programming skills, the job description specifically calls for expertise in AI/ML, particularly with frameworks like Scikit-Learn, TensorFlow, and Hugging Face. His experience with VueJS and Laravel is not directly relevant to the core AI/ML requirements, suggesting a moderate fit.",2026-05-06T20:58:39.160499
24,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's background is primarily in DevOps and backend development with Go and Kubernetes, which aligns with some aspects of the role's requirements. However, the CV lacks explicit experience with the specific AI/ML frameworks (Scikit-Learn, TensorFlow, etc.) and datasets mentioned in the job description, suggesting a moderate fit.",2026-05-06T20:58:43.135948
24,cv_4,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's experience as a Cloud System Engineer at Infor, particularly with AWS and Azure, aligns well with the job description's focus on cloud-based solutions and infrastructure. While the candidate's background is primarily in operations and security, their experience with log analysis and production operations demonstrates a relevant skillset for the AI/ML development role, and their demonstrated ability to troubleshoot and maintain high availability aligns with the requirements.",2026-05-06T20:58:47.030585
24,cv_5,ollama,gemma3:4b,Weak Match,35,Weak Match,"While the candidate possesses strong full-stack development skills with PHP, React, and JavaScript, the CV lacks direct experience in AI/ML, deep learning frameworks (TensorFlow, Keras, Hugging Face), or data analysis pipelines – all key requirements of the job description. Their experience is primarily in e-commerce development, which is a different domain.",2026-05-06T20:58:50.710665
25,cv_1,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's experience with Generative AI, RAG, and DevOps aligns well with the job description's requirements for developing and deploying AI systems. Their background in full-stack development and experience with technologies like Elasticsearch and CI/CD pipelines demonstrates a strong foundation for this role, although the listed experience is relatively recent.",2026-05-06T20:58:53.940941
25,cv_2,ollama,gemma3:4b,Good Fit,88,Strong Match,"The candidate's experience as a Software Engineer at Microsoft, coupled with internships at Genetec and Amazon, demonstrates a strong foundation in software development and data analysis, aligning with the requirements for AI system development. Furthermore, their involvement in projects utilizing React Native and Java, alongside their listed skills in data science and time series analysis, suggests a relevant skillset for the role's focus on FastAPI and scalable AI applications.",2026-05-06T20:58:58.043413
25,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"Faten's experience as a Microsoft Consultant at EY and her Data Science Master's degree align well with the role's requirements for AI development, particularly with tools like Power Platform and Dynamics 365. While her Enactus experience demonstrates project management skills, the CV lacks specific details regarding FastAPI, TensorFlow, or other technologies explicitly mentioned in the job description, suggesting a moderate match.",2026-05-06T20:59:01.670879
25,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience en ingénierie réseau et sécurité, avec des certifications pertinentes telles que Fortinet NSE 4 et Cisco, ce qui démontre une compréhension des infrastructures. Cependant, son CV ne met pas suffisamment en évidence l'expérience spécifique en développement d'applications AI, en FastAPI, ou avec des frameworks comme TensorFlow et PyTorch, qui sont des éléments clés de l'offre d'emploi.",2026-05-06T20:59:05.080361
25,cv_5,ollama,gemma3:4b,Strong Match,88,Strong Match,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, coupled with her internship at ICube, demonstrates a strong alignment with the requirements of the role, particularly her focus on Deep Learning and Geometric Deep Learning. Her projects utilizing TensorFlow, PyTorch, and CNNs directly address the need for experience with relevant AI frameworks and model types.",2026-05-06T20:59:07.940601
26,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Hamza's CV highlights experience with Node.js and Full-Stack development, which aligns with some of the desired skills, but lacks direct experience with Go, PostgreSQL, and the specific technologies listed in the job description. While he demonstrates familiarity with Agile methodologies and a strong work ethic, the role's emphasis on Clean Architecture and microservices requires more specialized expertise that isn't immediately apparent from his background.",2026-05-06T20:59:11.929778
26,cv_2,ollama,gemma3:4b,Good Fit,78,Good Fit,"Azza's experience as a Cloud/DevOps/SRE engineer with a focus on Kubernetes and OpenShift aligns well with the backend engineer role's requirements for cloud technologies and scalable architecture. Her experience in automation, IaC, and monitoring, combined with her strong technical skills, makes her a solid candidate for the team's needs.",2026-05-06T20:59:15.631361
26,cv_3,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"The candidate's extensive leadership experience across various companies and roles aligns with the requirement for a strong technical leader, particularly with their experience managing teams and large-scale projects. However, the CV primarily focuses on management and broader software strategy, while the job description emphasizes backend development expertise and specific technologies like Go, PostgreSQL, and Kubernetes, where the candidate's listed skills are less prominent.",2026-05-06T20:59:19.336404
26,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate possesses strong full-stack development skills with Python and Django, aligning with some of the required technologies like Go and Python. However, their experience primarily focuses on PHP and web development, lacking the specific experience with microservices, Kubernetes, and the listed backend technologies (PostgreSQL, Redis, Kafka, gRPC) that are central to the offered role. While they demonstrate a passion for Agile and continuous learning, the depth of their experience in the required technical areas is a limiting factor.",2026-05-06T20:59:23.407311
26,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil possède une expérience significative en Machine Learning et Deep Learning, notamment avec des technologies comme TensorFlow et des applications dans le domaine de la santé, ce qui est un atout. Cependant, l'offre d'emploi met l'accent sur Go, PostgreSQL, et des principes d'architecture backend, et son CV ne démontre pas une expérience directe dans ces technologies, limitant ainsi son adéquation.",2026-05-06T20:59:27.307034
27,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience significative en développement .NET et C#, ce qui correspond à certains des langages mentionnés dans l'offre d'emploi. Cependant, son expérience est principalement axée sur le développement web et n'aborde pas directement les systèmes embarqués, la VHDL ou les protocoles spécifiques (CAN, I2C, etc.) recherchés, limitant ainsi son adéquation pour ce poste.",2026-05-06T20:59:31.136726
27,cv_2,ollama,gemma3:4b,Good Fit,75,Good Fit,"The candidate's experience as a Senior Machine Learning Engineer at InstaDeep aligns well with the role's focus on systems embedded development and a diverse tech stack including C/C++, VHDL, and various protocols. While the job description emphasizes systems embedded, the candidate's strong ML background and relevant certifications provide a valuable skillset that complements the requirements.",2026-05-06T20:59:34.458725
27,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Sowmya's experience as a DevOps Engineer with AWS and Terraform aligns with some of the technical skills listed in the job description, particularly regarding cloud technologies and CI/CD. However, the job explicitly requires expertise in VHDL and real-time systems, areas where Sowmya's background appears limited based on her CV.",2026-05-06T20:59:37.741980
27,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's extensive experience in web development with technologies like JavaScript, Angular, and RESTful services aligns with some of the listed tools (C/C++, Git). However, their background is primarily in web development and mobile applications, lacking direct experience with embedded systems, VHDL, and real-time systems, which are key requirements of the job description. While their skills in version control (SVN, Git) are relevant, the specific hardware and embedded domain knowledge is missing.",2026-05-06T20:59:42.312172
27,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep aligns well with the innovative environment described, particularly her focus on Deep Learning and Geometric Deep Learning, which are relevant to systems embedded development. While the CV doesn't explicitly list C/C++ or VHDL, her academic background and internship projects demonstrate a strong foundation in relevant concepts and a willingness to learn new technologies.",2026-05-06T20:59:45.721705
28,cv_1,ollama,gemma3:4b,Good Fit,78,Good Fit,"Safa possède une expérience significative en développement web, notamment avec des technologies comme React, Angular et Laravel, ce qui correspond aux exigences de l'offre. Son portfolio et son résumé mettent en avant ses compétences en développement full stack et son approche collaborative, des qualités recherchées par l'entreprise.",2026-05-06T20:59:48.726796
28,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Ahmed's experience heavily focuses on Go, Kubernetes, and DevOps, which aligns with the overall tech stack mentioned in the job description, particularly the backend and infrastructure aspects. However, his strong focus on mobile development (Flutter, Dart) and limited French proficiency don't directly address the core requirements of the full-stack role emphasizing React, Node.js, and PHP.",2026-05-06T20:59:52.392922
28,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"Hector's experience as a Frontend Developer at IBM, particularly with React and Node.js, aligns well with the required technologies. While the job description mentions PHP and Laravel, Hector's background demonstrates adaptability and a strong understanding of modern JavaScript frameworks, making him a solid candidate for the role.",2026-05-06T20:59:55.888985
28,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's background is primarily in data science and AI engineering, with experience in machine learning and various AI tools, which aligns with the overall tech stack mentioned in the job description. However, the candidate lacks direct experience with the specific full-stack technologies listed (React, Node.js, PHP, PostgreSQL) and the emphasis on web development UI/UX design, making it a moderate fit.",2026-05-06T20:59:59.381235
28,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep aligns well with the project's focus on Deep Learning and Geometric Deep Learning, particularly the work on Alzheimer's disease classification. While the job description emphasizes full-stack development with React, Node.js, and PHP, Heni's skillset heavily leans towards the backend and machine learning aspects, representing a good fit for the technical challenges.",2026-05-06T21:00:02.814432
29,cv_1,ollama,gemma3:4b,Strong Match,88,Strong Match,"Amadou BA possède une expérience significative avec les technologies clés mentionnées dans l'offre d'emploi, notamment Azure DevOps, Kubernetes, Docker, Terraform et Ansible. De plus, son expérience dans l'administration d'environnements virtualisés et son expertise en CI/CD correspondent parfaitement aux exigences du poste, démontrant un fort potentiel pour réussir dans ce rôle.",2026-05-06T21:00:06.349766
29,cv_2,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"The candidate's profile highlights experience with Java, Spring Boot, and Angular, which aligns with some of the technologies listed in the job description. However, the candidate's experience is primarily focused on Java-based applications and lacks specific expertise in the newer technologies like Kubernetes, Docker, and the specific cloud platforms (Azure AKS, GKE) mentioned, indicating a moderate fit for the role's diverse tech stack.",2026-05-06T21:00:10.876770
29,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's experience with Java, Spring Boot, and microservices aligns well with the job description's focus on PHP, Symfony, and backend development. While the candidate's primary experience is in Java, their demonstrated skills in building and deploying applications with technologies like Docker, Kubernetes, and CI/CD pipelines demonstrate a strong understanding of modern backend development practices, making them a good fit for the role's requirements.",2026-05-06T21:00:14.622061
29,cv_4,ollama,gemma3:4b,Weak Match,35,Weak Match,"While the candidate possesses strong analytical and AI skills, the job description heavily emphasizes backend development expertise with specific technologies like PHP, Symfony, and Kubernetes, which are not prominently featured on the CV. The candidate's focus is primarily on AI consulting and LLM research, lacking the direct experience required for the listed backend technologies.",2026-05-06T21:00:17.774033
29,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Heni Loukil's experience with Deep Learning and Machine Learning aligns with the innovative environment, the specific backend technologies listed in the job description (PHP, Symfony, Docker, Kubernetes, etc.) are not prominently featured in her CV. Her focus on geometric deep learning and research projects suggests a strong technical foundation, but a gap exists in direct experience with the core backend technologies required for this role.",2026-05-06T21:00:21.229818
30,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède des compétences pertinentes telles que Java, Spring Boot, Docker, et GitLab CI/CD, qui sont mentionnées dans l'offre d'emploi. Cependant, son expérience est principalement axée sur le développement Full-Stack et les stages, et il manque l'expérience spécifique en MLOps, Kubernetes, AWS et les outils de monitoring et de sécurité, qui sont des éléments clés du rôle proposé.",2026-05-06T21:00:25.191049
30,cv_2,ollama,gemma3:4b,Weak Match,35,Weak Match,"Le CV du candidat met l'accent sur le développement full-stack avec Next.js, React.js et Spring Boot, ce qui ne correspond pas aux compétences spécifiques recherchées dans l'offre d'emploi (Docker, Kubernetes, AWS, Java, Python, Go) et l'expertise MLOps/DevOps. Bien que le candidat ait une formation en systèmes d'informatique intelligente, l'expérience professionnelle est limitée et ne démontre pas une expertise dans les technologies clés de l'offre.",2026-05-06T21:00:29.030542
