job_idx,cv_col,score_a,score_b,judge_score,reasoning,delta_a,delta_b,closer_system
22,cv_1,68,54,65,"The candidate has relevant Azure and Terraform experience, aligning with infrastructure-as-code requirements. However, the CV lacks depth in Microsoft-specific cloud transformation expertise and DevSecOps implementation details required. GCP/AWS certifications may not directly address the Microsoft-centric focus of the role.",3.0,11.0,A
22,cv_2,65,51,55,"The candidate has relevant DevOps and infrastructure experience with Terraform and Docker, aligning partially with the job's infrastructure-as-code and container requirements. However, the CV lacks explicit Azure expertise (critical for Microsoft cloud transformation) and mentions AWS instead, which is less aligned with the Microsoft-centric role. DevSecOps and cloud-native development skills are not clearly demonstrated, leading to a partial match.",10.0,4.0,B
22,cv_4,65,51,50,"The candidate has full-stack development experience and mentions system design, but lacks explicit Azure, DevSecOps, Terraform, or cloud-native architecture skills required by the job. The CV focuses on MERN stack and web development, not cloud infrastructure or Microsoft ecosystem expertise.",15.0,1.0,B
22,cv_5,65,40,50,"The candidate has relevant DevOps experience and infrastructure skills but lacks explicit Azure, cloud-native architecture, and Terraform expertise required by the job. Their focus on machine learning and geometric deep learning projects does not align with the cloud security and Microsoft ecosystem priorities.",15.0,10.0,B
23,cv_1,65,35,50,"The candidate has strong frontend skills in JavaScript, React, and Redux, but lacks critical backend technologies like PHP7+, Java, and frameworks such as Laravel/Symfony required by the job. Magento 2 and PWA/NextJs experience are also missing, which are key requirements.",15.0,15.0,tie
23,cv_2,35,28,50,"The candidate has full-stack experience with Java/Spring and Angular, but lacks critical required skills like PHP, Magento 2, Laravel/Symfony, and PWA/NextJs. The CV shows relevant engineering experience but misses key technologies specified in the job description.",15.0,22.0,A
23,cv_3,78,47,50,"The candidate has relevant full-stack experience and Java/Spring skills, but lacks explicit mentions of required technologies like PHP7+, Magento, NextJs, Strapi, Laravel, or Symfony. The teaching role and Microsoft experience don't align with the job's technical requirements for e-commerce platform migration and PWA development.",28.0,3.0,B
23,cv_4,45,30,20,"The candidate's profile is in telecommunications and electrical engineering, with no relevant full-stack development experience or technical skills matching the job's requirements (e.g., Magento, PWA, JavaScript frameworks). Core competencies like PHP, JavaScript, or CMS platforms are entirely absent.",25.0,10.0,B
23,cv_5,65,35,50,"The candidate has strong machine learning and deep learning expertise but lacks critical full-stack web development skills required (e.g., PHP, Magento, Laravel, Symfony). While JavaScript/TypeScript and API experience are partially relevant, the absence of core e-commerce platform experience and full-stack frameworks creates a significant mismatch.",15.0,15.0,tie
24,cv_1,88,38,65,"The candidate has strong ML engineering experience and relevant certifications, but lacks explicit mention of key frameworks like TensorFlow/Keras and medical data expertise required. Senior roles align with experience level, but domain-specific text representation skills are unverified.",23.0,27.0,A
24,cv_2,65,30,40,"The candidate has 7+ years of full-stack software engineering experience but lacks explicit AI/ML framework experience (TensorFlow, Scikit-Learn, etc.) or medical data projects mentioned in the job description. While the degree and general software skills are relevant, the absence of machine learning-specific expertise creates a significant mismatch.",25.0,10.0,B
24,cv_3,65,12,50,"The candidate has AI-related certifications and Python experience, but his primary expertise lies in DevOps and backend development rather than ML model development. He lacks explicit experience with the required frameworks (TensorFlow, Keras) and medical NLP tasks specified in the job description.",15.0,38.0,A
24,cv_5,35,17,20,"The candidate has 6 years of full-stack web development experience with React/PHP, but no mention of Python, machine learning frameworks (TensorFlow/Scikit-Learn), or medical data analysis required for the AI/ML role. The skills and projects described are completely unrelated to the job's core requirements.",15.0,3.0,B
25,cv_1,78,30,55,"The candidate has relevant AI experience and RAG system development, but lacks explicit mention of FastAPI, RESTful API design, and production deployment of transformer models as required. Database architecture and scalability specifics are also missing.",23.0,25.0,A
25,cv_2,88,32,50,"The candidate has relevant software engineering experience and teaching assistant roles, but lacks explicit mention of FastAPI, RESTful API development, and production deployment of transformer-based NLP models—key requirements in the job description. While their Microsoft experience may involve AI, the CV does not clearly align with the specified technical stack and production focus.",38.0,18.0,B
25,cv_3,78,15,20,"The candidate lacks critical technical skills required for the AI Engineer role, such as machine learning, FastAPI, RESTful APIs, and NLP model integration. While she has project management and Microsoft certifications, these do not align with the job's focus on AI system development and production deployment.",58.0,5.0,B
25,cv_4,65,16,30,"The candidate has strong networking and security experience but lacks explicit AI/ML expertise required for the role. While the CV mentions 'AI Editor' and some IT consulting, there is no evidence of FastAPI, NLP, or transformer model deployment in production environments. The core AI engineering requirements are not met.",35.0,14.0,B
25,cv_5,88,31,50,"The candidate has strong machine learning and deep learning experience, including geometric deep learning projects. However, the CV lacks explicit mention of NLP, FastAPI, RESTful API development, and production deployment of transformer models—key requirements in the job description. The skills align partially but miss critical technical stack components.",38.0,19.0,B
26,cv_1,65,37,50,"The candidate has Full-Stack Development experience and Scrum knowledge, aligning partially with agile methodologies mentioned. However, the CV lacks specific backend technologies (Go, PostgreSQL, Kafka, etc.) and Clean Architecture/SOLID principles required in the job description. The student status suggests limited professional experience in backend systems.",15.0,13.0,B
26,cv_2,78,29,50,"The candidate has relevant cloud infrastructure and Kubernetes experience but lacks explicit backend development skills (Go, PostgreSQL, Kafka, gRPC) and architectural principles (Clean Architecture, SOLID) required by the job. The CV emphasizes DevOps/SRE rather than backend engineering, resulting in a partial match.",28.0,21.0,B
26,cv_3,68,48,50,"The candidate has software engineering experience and leadership skills but lacks explicit mention of required backend technologies (Go, PostgreSQL, Kafka, etc.) and architectural principles (Clean Architecture, SOLID). Their focus on React/Node.js and management roles partially aligns but misses critical technical requirements.",18.0,2.0,B
26,cv_4,65,37,50,"The candidate has Python full-stack experience and Agile certifications, but lacks explicit mention of required backend technologies (Go, Kafka, Kubernetes) and architectural principles (Clean Architecture, SOLID) emphasized in the job description. Partial overlap in general backend skills exists, but key technical requirements are unmet.",15.0,13.0,B
26,cv_5,65,32,35,"The candidate's profile focuses on machine learning and deep learning projects with minimal backend engineering experience. While they mention NestJS (a backend framework), the CV lacks critical skills like Go, PostgreSQL, Kafka, and Kubernetes required by the job. Their expertise in Clean Architecture/SOLID principles is also unmentioned, making the match weak.",30.0,3.0,B
27,cv_1,65,24,50,"The candidate has relevant software development experience with Java and C#, but lacks critical embedded systems expertise (C/C++, VHDL, CAN/UART protocols) explicitly required in the job description. Their full-stack .NET/Angular background partially aligns with software development aspects but misses hardware integration focus.",15.0,26.0,A
27,cv_2,75,47,50,"The candidate has senior-level technical experience but lacks direct embedded systems expertise. Their ML/data science background partially overlaps with software skills (Python, C++), but critical embedded requirements (VHDL, CAN, UART, etc.) and hardware integration experience are missing.",25.0,3.0,B
27,cv_3,65,40,50,"The candidate has relevant experience in DevOps and cloud technologies (AWS, Terraform, Docker) but lacks explicit embedded systems expertise (C/C++, VHDL, CAN, UART, etc.) required by the job. Git experience aligns partially, but core embedded system design/integration skills are missing.",15.0,10.0,B
35,cv_1,88,42,85,"The candidate has 5+ years of data analysis experience with Power BI, SQL, and dashboard creation, aligning well with the job's core requirements. While the CV lacks explicit mention of MySQL and Excel (both are in the job description), SQL proficiency covers part of that need. The candidate's experience with Azure Data Factory and Python adds technical depth beyond basic requirements.",3.0,43.0,A
35,cv_2,88,24,50,"The candidate has strong data science and machine learning expertise with relevant certifications and experience in Python-based data analysis. However, the CV lacks explicit mention of key BI tools (Power BI, Excel) and database systems (SQL/MySQL) required in the job description, which are critical for the role. The focus on ML/AI systems doesn't fully align with the business intelligence and dashboard development emphasis in the job.",38.0,26.0,B
35,cv_3,88,24,50,"The candidate has strong skills in Python, SQL, and machine learning, which partially align with the job's requirements. However, the CV lacks explicit mention of Power BI and Excel, which are critical tools listed in the job description. The role emphasizes business intelligence and data visualization, areas where the candidate's focus on machine learning and deep learning may not fully match.",38.0,26.0,B
35,cv_4,65,35,35,"The candidate's profile focuses on robotics, product design, and mechanical engineering, with no relevant experience or skills in data analysis, business intelligence tools (Power BI, SQL, etc.), or data visualization. The job requires expertise in data-driven decision-making and technical BI stack proficiency, which are entirely absent from the CV.",30.0,0.0,B
35,cv_5,65,23,50,"The candidate has strong machine learning and deep learning experience but lacks explicit mention of business intelligence tools (Power BI, Excel) and data analysis workflows required for the role. Their technical skills align partially with SQL/Python but not with the BI-focused responsibilities emphasized in the job description.",15.0,27.0,A
36,cv_1,88,63,80,"The candidate has strong cybersecurity certifications (NIST CSF, ISO/IEC 27001, EBIOS) and 11 years of experience in ICS/SCADA security, aligning with threat analysis and compliance requirements. However, the CV lacks explicit mention of developing advanced threat detection systems or cross-functional collaboration with development teams, which are key in the job description. The Oil & Gas focus may not fully match general cybersecurity needs.",8.0,17.0,A
36,cv_2,65,38,50,"The candidate has data analysis and business intelligence experience but lacks direct cybersecurity expertise in threat detection, compliance, or incident management required for the senior role. Soft skills and project management align partially, but core technical requirements are unmet.",15.0,12.0,B
36,cv_3,78,39,50,"The candidate has relevant cloud infrastructure and DevOps experience with certifications like Red Hat and Cisco, but lacks explicit cybersecurity expertise (e.g., threat analysis, incident management) required for the senior role. The CV emphasizes cloud-native operations over security-specific skills, and 2+ years of experience may be insufficient for a senior-level position.",28.0,11.0,B
36,cv_4,65,35,50,"The candidate has relevant network support experience with security appliances and cloud solutions, but lacks explicit cybersecurity expertise in threat analysis, compliance, and incident management required for the senior role. Their background is more operational than strategic, missing key technical depth.",15.0,15.0,tie
36,cv_5,65,37,30,"The candidate's profile focuses on machine learning and deep learning projects (e.g., Alzheimer's classification, geometric deep learning) with no direct cybersecurity experience or skills mentioned. The job requires threat detection, compliance, and incident management expertise, which are entirely absent from the CV. While the candidate has technical skills, they don't align with the cybersecurity domain specified in the job description.",35.0,7.0,B
37,cv_1,88,59,80,"The candidate has strong experience with Power BI, SQL, and data pipeline automation, aligning well with most requirements. However, the CV lacks explicit mention of DAX and Power Query, which are explicitly listed as key tools in the job description. The absence of these specific technical skills reduces the match score despite overall relevant experience.",8.0,21.0,A
37,cv_2,78,39,50,"The candidate has strong data analysis skills in Python, Pandas, and machine learning, but lacks explicit experience with Power BI, SQL, and DAX required for the role. Their focus on ML engineering rather than data analytics partially aligns with the job's data transformation needs.",28.0,11.0,B
37,cv_3,65,37,50,"The candidate has strong web development skills (React, Angular, Flutter) and problem-solving experience, but lacks explicit mention of required data analysis tools like Power BI, SQL, Power Query, or DAX. The role demands data modeling, visualization, and reporting expertise which are not demonstrated in the CV.",15.0,13.0,B
37,cv_4,65,49,50,"The candidate has a strong AI/ML background and data science experience, but lacks explicit Power BI, SQL, Power Query, and DAX skills required for the Data Analyst role. The job requires specific business intelligence tools not mentioned in the CV.",15.0,1.0,B
37,cv_5,88,35,50,"The candidate has relevant data experience (e.g., geometric deep learning, data transformation in medical imaging projects) but lacks explicit Power BI, SQL, and DAX skills required by the job. Their focus on machine learning and DevOps aligns partially with data analysis but misses core tools like Power Query and dashboard development.",38.0,15.0,B
38,cv_1,65,27,50,"The candidate has relevant full-stack experience and skills in React and Docker, which align partially with the job's requirements. However, critical components like Python, Flask, Elasticsearch, Redis, Kafka, and Linux are missing from their profile. The CV lacks explicit mention of API design, software architecture, and security expertise required for the role.",15.0,23.0,A
38,cv_2,68,31,50,"The candidate has junior-level experience with some relevant frontend skills (React, JavaScript) and training experience, but lacks critical backend technologies (Python, Flask, PostgreSQL) and infrastructure tools (Kafka, Elasticsearch) explicitly required in the job description. The experience level mismatch (junior vs. experienced) further reduces alignment.",18.0,19.0,A
38,cv_3,65,27,50,"The candidate has full-stack experience and Linux skills, but the CV emphasizes Java/Angular instead of the required Python/Flask/React stack. CI/CD tools like Docker and Jenkins are mentioned, but the absence of critical technologies like Elasticsearch, Kafka, and PostgreSQL significantly reduces alignment with the job's technical requirements.",15.0,23.0,A
38,cv_4,65,22,50,"The candidate has Agile/Scrum experience and Python/data science skills, which partially align with the job's collaborative environment and Python requirement. However, critical full-stack technologies like Flask, React, PostgreSQL, and CI/CD tools (Docker/Ansible/Jenkins) are missing from the CV, making the technical match incomplete.",15.0,28.0,A
38,cv_5,65,16,35,"The candidate has Python and Docker experience but lacks critical full-stack skills like Flask, React, PostgreSQL, Elasticsearch, Redis, Kafka, and Ansible required by the job. Their focus on machine learning and geometric deep learning is unrelated to the core responsibilities of API design, software architecture, and DevOps tools specified in the description.",30.0,19.0,B
39,cv_1,65,34,50,"The candidate has web development experience and some AI/data analysis skills, which partially align with the job's need for software development and data analysis. However, there is no direct experience in VR/AR development, experimental protocol design, or medical research contexts, which are critical for the role.",15.0,16.0,A
39,cv_2,65,31,50,"The candidate has strong AI and software development skills but lacks explicit experience in VR/AR development, which is central to the job. Partial match due to relevant tech skills but missing core VR/AR expertise required for the role.",15.0,19.0,A
39,cv_3,65,25,50,"The candidate has strong software engineering and DevOps skills but lacks explicit experience in VR/AR development, which is central to the job. The CV mentions cloud computing and automation tools but no relevant projects or expertise in virtual reality systems or experimental protocols for medical rehabilitation.",15.0,25.0,A
39,cv_4,78,32,50,"The candidate has strong data science and machine learning skills, but lacks explicit experience in VR/AR development, experimental protocol design for medical rehabilitation, or healthcare-focused projects. Key technical requirements like VR/AR system development and medical application context are unmet, though transferable skills in Python and data analysis partially align.",28.0,18.0,B
39,cv_5,45,33,50,"The candidate has strong full-stack development experience and technical skills in React.js/D3.js, but lacks explicit VR/AR project experience or research-oriented work required for the role. The job demands specialized VR/AR development for medical applications, which isn't demonstrated in the CV.",5.0,17.0,A
40,cv_1,65,37,50,"The candidate has relevant Full-Stack development skills (Java/Spring Boot, React) and basic Machine Learning certifications, but lacks explicit experience in Deep Learning, Predictive Modeling, Big Data tools (Spark, Hadoop, Kafka), and cloud platforms (AWS/GCP) required by the job. Their focus appears more on software engineering than data science specialization.",15.0,13.0,B
40,cv_2,65,35,50,"The candidate has strong Python and ML skills (Deep Learning, CNNs) and backend experience, aligning partially with the job's technical requirements. However, they lack explicit experience with Big Data tools (Spark, Hadoop, Kafka), cloud platforms (AWS/GCP), and full-stack technologies like JavaScript/TypeScript mentioned in the job description. The Odoo-specific experience is not directly relevant to the Data Science/Full Stack role.",15.0,15.0,tie
40,cv_3,88,48,50,"The candidate has strong machine learning and Python skills aligned with the job's data science requirements, but lacks explicit Full Stack development experience (JavaScript/TypeScript) and Big Data technologies (Hadoop/Kafka) mentioned in the job description. The absence of cloud platform (AWS/GCP) expertise further reduces alignment.",38.0,2.0,B
40,cv_4,45,42,35,"The candidate's profile is focused on cybersecurity and penetration testing, with no mention of data science, machine learning, or full-stack development skills required by the job. Certifications and experience are unrelated to the technical stack (Python, SQL, AWS/GCP, etc.) and core responsibilities listed in the job description.",10.0,7.0,B
40,cv_5,88,39,65,"The candidate has strong Machine Learning and Deep Learning experience, including relevant projects like Alzheimer's classification using geometric deep learning. However, the CV lacks explicit mention of full-stack development skills (JavaScript/TypeScript frameworks beyond NestJS), Big Data tools (Spark/Hadoop), and cloud platforms (AWS/GCP) required by the job. While some full-stack skills are implied (NestJS), the absence of core full-stack and Big Data/cloud expertise reduces the match score.",23.0,26.0,A
41,cv_1,88,29,70,"The candidate has strong data analysis experience and uses relevant tools like Python, SQL, and Power BI (similar to Tableau). However, the CV lacks explicit mentions of Tableau, Looker, and PostgreSQL, which are explicitly required in the job description. The communication and dashboard creation skills align well, but the missing tools reduce the match score.",18.0,41.0,A
41,cv_2,65,20,20,"The candidate's profile focuses on Site Reliability Engineering (DevOps, cloud, system administration) with no mention of data analysis tools (Python, PostgreSQL, Tableau, Looker) or analytical experience. The job requires core data analysis/visualization skills which are entirely absent from the CV.",45.0,0.0,B
41,cv_3,88,19,50,"The candidate has strong machine learning and Python skills but lacks explicit mention of key tools required (Tableau, Looker, PostgreSQL) and focuses more on computer vision than data analysis/visualization. Communication skills are present, but the role's core requirements are only partially met.",38.0,31.0,B
41,cv_4,88,4,10,"The candidate's profile is focused on electronics design engineering with no relevant experience in data analysis, visualization tools (Tableau/Looker), or programming (Python/PostgreSQL) required for the role. Only minimal overlap exists in basic Excel skills, but core job requirements are unmet.",78.0,6.0,B
41,cv_5,75,16,50,"The candidate has strong machine learning and deep learning experience but lacks explicit mention of required data analysis tools like PostgreSQL, Tableau, or Looker. While Python and data visualization are implied, the CV emphasizes engineering and research projects over business-focused data analysis, creating a partial match.",25.0,34.0,A
42,cv_1,65,34,50,"The candidate has relevant machine learning experience and Python skills, but lacks explicit mention of PyTorch, Azure Machine Learning, Docker, and MySQL required in the job description. The CV emphasizes RPA and fintech applications rather than public health/epidemic modeling domains mentioned in the role.",15.0,16.0,A
42,cv_2,68,20,45,"The candidate has cloud infrastructure and DevOps expertise (Azure, Kubernetes) but lacks explicit machine learning/neural network experience required. While data engineering education is relevant, the CV doesn't demonstrate PyTorch, epidemic modeling, or public health data analysis skills specified in the job.",23.0,25.0,A
42,cv_3,78,30,50,"The candidate has relevant AI and cloud certifications but lacks explicit experience in machine learning, neural networks, and epidemic modeling required for the role. The CV emphasizes software engineering and DevOps rather than data science-specific skills like PyTorch or public health data analysis.",28.0,20.0,B
42,cv_4,45,31,35,"The candidate has strong software development experience but lacks explicit machine learning, neural networks, or AI project experience required by the job. While T-SQL and backend skills partially align with database requirements, the absence of Python, PyTorch, or epidemic modeling expertise creates a significant mismatch.",10.0,4.0,B
42,cv_5,25,27,25,"The candidate has strong full-stack development experience but lacks explicit machine learning, neural networks, or public health data analysis expertise required by the job. Their technical stack (React.js, D3.js) doesn't align with the required Python/PyTorch/Azure ML stack. The profile shows minimal relevance to the core data science requirements.",0.0,2.0,A
43,cv_1,78,30,85,"The candidate has strong Python, SQL, and Excel skills with 3 years of data analysis experience in consulting, aligning well with the job's technical requirements. Her Power BI expertise and data science certifications further support the role. However, the job emphasizes statistical analysis training which isn't explicitly mentioned in her CV, slightly reducing the match.",7.0,55.0,A
43,cv_2,78,25,50,"The candidate has relevant AI and software engineering experience but lacks explicit mention of core data analysis tools (SQL, Python, Excel) and statistical analysis skills required by the job. The focus on generative AI and full-stack development only partially aligns with the data analyst role's requirements.",28.0,25.0,B
43,cv_3,68,44,50,"The candidate has development experience with data-related projects (document classification, Kafka, DataDog) but lacks explicit mention of core Data Analyst skills like statistical analysis, SQL, Python, and advanced Excel. The focus is on full-stack development rather than data analysis, resulting in a partial match.",18.0,6.0,B
43,cv_4,68,23,45,"The candidate has a computer science background and software engineering experience, but lacks explicit data analysis skills (statistical analysis, data visualization) and tools (SQL, Python, Excel) required for the role. Leadership experience is present but not aligned with data-specific responsibilities.",23.0,22.0,B
43,cv_5,75,34,50,"The candidate has strong machine learning and deep learning experience, but the job requires specific data analysis skills (SQL, Excel, statistical analysis) that are not explicitly mentioned. The CV emphasizes engineering and geometric deep learning projects rather than traditional data analysis tasks.",25.0,16.0,B
44,cv_1,88,53,70,"The candidate demonstrates strong technical expertise in 3D CNNs, medical imaging, and ML pipelines through publications and certifications, aligning with core technical requirements. However, the CV lacks explicit evidence of team leadership, strategic vision definition, or commercialization experience emphasized in the job description, which are critical for the role.",18.0,17.0,B
44,cv_2,88,43,50,"The candidate has strong software engineering and management experience but lacks specific expertise in machine learning, computer vision, or medical imaging technologies required for the role. The CV mentions no technical AI/ML projects or relevant certifications, which are critical for this position.",38.0,7.0,B
44,cv_3,45,44,47,"The candidate has full-stack development experience and worked with data pipelines/APIs, but lacks direct experience in machine learning, computer vision, or medical imaging technologies. Leadership of AI/ML teams and strategic vision development are not demonstrated, which are critical requirements for the role.",2.0,3.0,A
44,cv_4,68,28,30,"The candidate's profile focuses on cloud infrastructure and virtualization (VMware, AWS, Nagios) with no demonstrated expertise in machine learning, computer vision, or medical imaging research. Leadership experience in AI/ML R&D teams is also absent, making the match weak despite some cloud platform overlap.",38.0,2.0,B
44,cv_5,68,35,50,"The candidate has strong full-stack development and cloud infrastructure skills, but lacks explicit experience in machine learning, computer vision, or medical imaging research—core requirements for the role. Leadership in AI strategy and technical depth in AI/ML are missing, though some technical overlap exists in Java and AWS.",18.0,15.0,B
45,cv_1,65,40,50,"The candidate has relevant skills in Java and Machine Learning (certifications), aligning partially with the job's requirements. However, critical requirements like C/C++, Python (beyond certifications), and Image Processing are missing from the CV. The focus on web development (Spring Boot, React) and DevOps tools does not fully match the system design and AI integration emphasis in the job description.",15.0,10.0,B
45,cv_2,88,48,50,"The candidate has relevant ML/NLP experience and Python/Java skills, but lacks C/C++ and image processing expertise explicitly required in the job description. The absence of systems design experience further reduces alignment.",38.0,2.0,B
45,cv_3,82,44,50,"The candidate has strong machine learning and NLP experience with Python/Java, aligning partially with the job's ML requirements. However, critical skills like C/C++, image processing, and systems development are missing from their CV, which are explicitly stated in the job description.",32.0,6.0,B
45,cv_4,65,50,50,"The candidate has web/mobile development experience with Angular/Spring Boot but lacks explicitly mentioned C/C++, Python, Java, and image processing skills required. Machine learning and system design competencies are also absent, though database experience is present. This aligns partially with the job's core technical requirements.",15.0,0.0,B
45,cv_5,45,39,50,"The candidate has full-stack development experience and a computer science degree, which partially aligns with the job's technical requirements. However, they lack explicit experience in C/C++, Java, image processing, and machine learning—core requirements listed in the job description. Their skills in Python and OOP principles are relevant but insufficient to fully meet the role's demands.",5.0,11.0,A
46,cv_1,75,37,55,"The candidate has relevant frontend skills (React, AngularJS, Bootstrap) and some overlap with the required stack, but lacks explicit mention of Redux, SASS, and TypeScript. The experience level (2 years) is insufficient for a 'Senior' role, and AngularJS differs from Angular. Partial match with key requirements missing.",20.0,18.0,B
46,cv_2,65,23,30,"The candidate has data analysis skills and UX/UI design training but lacks explicit experience with the required frontend technologies (React, Redux, Angular, TypeScript). The job demands senior-level frontend development expertise, which is not demonstrated in the CV. Partial overlap exists in UI/UX and data visualization, but core technical requirements are unmet.",35.0,7.0,B
46,cv_3,88,30,50,"The candidate has experience with ReactJS and NodeJS but lacks explicit mention of Angular, Redux, and TypeScript required by the job. Their focus on Android and full-stack development (including backend) doesn't fully align with the senior frontend specialization requested. Agile experience is present, but key frontend technologies are missing.",38.0,20.0,B
46,cv_4,75,26,30,"The candidate's profile focuses on data science, machine learning, and backend tools (Python, Airflow, PySpark) rather than frontend development. Key requirements like React, Angular, TypeScript, and frontend frameworks are entirely missing, making the match weak despite some general tech skills.",45.0,4.0,B
46,cv_5,65,28,35,"The candidate's profile focuses on machine learning and deep learning, with no explicit frontend development experience in React, Angular, or related technologies required by the job. While the candidate has technical skills, the mismatch in core frontend frameworks and the senior role's requirements significantly reduces alignment.",30.0,7.0,B
47,cv_1,88,63,80,"The candidate has strong experience in Python, SQL, Power BI, and data pipeline automation, which aligns well with the job requirements. However, the CV lacks explicit mention of HTML/CSS skills required in the job description. The 5+ years of experience exceeds typical internship expectations but demonstrates capability. The missing HTML/CSS is the primary gap.",8.0,17.0,A
47,cv_2,40,31,40,The candidate has relevant SQL and BI interest but lacks explicit Python skills and data analysis experience. Their background in SAP development and web technologies only partially aligns with the job's focus on data analysis tools like Power BI and Python. Key requirements such as Python programming and data visualization expertise are missing.,0.0,9.0,A
47,cv_3,78,39,65,"The candidate has strong Python and data analysis skills but lacks explicit mention of SQL and Power BI required for the role. Their focus on machine learning and computer vision aligns partially with data analysis needs. The CV shows technical competence but misses key tools (SQL, Power BI) and collaboration experience emphasized in the job description.",13.0,26.0,A
47,cv_4,78,20,50,"The candidate has Python and SQL skills matching basic requirements, but lacks explicit data analysis experience and visualization expertise (Power BI is mentioned but not emphasized). His primary background in electronics engineering is unrelated to the data analyst role, though some programming skills overlap. The job requires data-focused collaboration and analysis, which isn't demonstrated in his CV.",28.0,30.0,A
47,cv_5,88,49,70,"The candidate has strong Python and machine learning skills, but the CV lacks explicit mention of SQL, Power BI, and data analysis experience required for the role. His projects focus on deep learning rather than data analysis, and there's no direct evidence of collaboration with business teams.",18.0,21.0,A
48,cv_1,78,40,50,"The candidate has strong frontend skills (React, TypeScript, Redux) and testing experience (Cypress, Jest), which partially align with the job's requirements. However, they lack explicit Web3/blockchain experience, Vue/Nx Workspaces expertise, and CI/CD automation beyond basic testing tools. The role's core Web3 focus is missing from their profile.",28.0,10.0,B
48,cv_2,65,33,50,"The candidate has strong DevOps and backend development skills but lacks explicit frontend Web3 expertise (React, Vue, Web3) required for the role. Partial alignment with CI/CD and cloud-native systems is present, but core frontend and blockchain development requirements are unmet.",15.0,17.0,A
48,cv_3,65,39,50,"The candidate has JavaScript/TypeScript and frontend experience, but lacks explicit Web3/blockchain expertise required. They mention Angular (not React/Vue) and no Nx Workspaces or CI/CD automation. Partial match on core skills but missing critical Web3-specific requirements.",15.0,11.0,B
48,cv_4,45,31,35,"The candidate has strong IT/networking experience but lacks critical frontend Web3 skills (React, Vue, Web3) and blockchain expertise required for the role. Their background in firewall configuration and certifications is unrelated to the frontend engineering focus of the position.",10.0,4.0,B
48,cv_5,65,41,50,"The candidate has strong technical skills in machine learning and deep learning but lacks explicit experience with frontend Web3 technologies like React, Vue, or Web3 integration. The CV emphasizes backend-focused DevOps and ML engineering, which partially aligns with the job's CI/CD requirements but misses core frontend and blockchain-specific competencies.",15.0,9.0,B
49,cv_1,75,67,45,"The candidate lacks direct cybersecurity leadership experience and specific security management expertise required for the role. While she has project management and multilingual skills, the job demands cybersecurity-specific experience, institutional relations in the described context, and security policy implementation which are not demonstrated in her profile.",30.0,22.0,B
49,cv_3,78,60,50,"The candidate has strong cloud infrastructure and DevOps technical skills with relevant certifications, but lacks explicit cybersecurity leadership experience, risk management expertise, and institutional relations experience required for the role. The profile partially aligns with technical requirements but misses critical leadership and domain-specific competencies.",28.0,10.0,B
49,cv_4,65,40,40,"The candidate's profile focuses on data science and AI engineering with no direct experience in cybersecurity leadership, risk management, or institutional relations as required. While they have technical skills in machine learning, these do not align with the cybersecurity management role specified in the job description.",25.0,0.0,B
49,cv_5,65,47,30,"The candidate has strong machine learning and deep learning expertise but lacks cybersecurity leadership experience, risk management skills, and institutional partnership experience required for the role. The profile partially matches technical skills but misses critical leadership and domain-specific requirements.",35.0,17.0,B
50,cv_1,92,49,70,"The candidate has strong Python, Django, and ML/NLP experience, aligning with key requirements. However, missing explicit mentions of Django Rest Framework, Celery, Redis, Docker, Git, and distributed systems experience reduce the match. The baseline system overestimated by emphasizing partial overlaps, while the pipeline system underestimated by possibly ignoring relevant skills.",22.0,21.0,B
50,cv_2,88,46,50,"The candidate has strong ML and Python skills relevant to the role, but lacks explicit experience with Django, Docker, Git, and Unix systems mentioned in the job description. The CV emphasizes data science over software engineering requirements like system design and distributed systems, creating a partial match.",38.0,4.0,B
50,cv_3,88,49,70,"The candidate has strong Python and machine learning skills, aligning with core requirements. However, the CV lacks explicit mention of Django, Django Rest Framework, Unix systems, and NLP experience, which are critical in the job description. Distributed systems experience is implied but not detailed.",18.0,21.0,A
50,cv_4,78,25,20,"The candidate's profile is focused on cybersecurity (penetration testing, certifications like OSEP/OSCP) with no evidence of software engineering, machine learning, or NLP experience. Core requirements like Python/Django/Docker and ML/NLP expertise are entirely missing, making the match very weak.",58.0,5.0,B
50,cv_5,40,33,50,"The candidate has full-stack development experience and a computer science background, which partially aligns with the job's technical requirements. However, they lack explicit experience with Python, Django, machine learning, and distributed systems—key requirements for the role. Their focus on front-end technologies (React.js, D3.js) suggests a mismatch with the backend/systems engineering emphasis in the job description.",10.0,17.0,A
51,cv_1,65,28,50,"The candidate has relevant ML certifications and software engineering skills, but lacks direct experience in AI research, speech recognition, or model development for real-world applications. The CV emphasizes full-stack development and DevOps over machine learning research, which is central to the job.",15.0,22.0,A
51,cv_2,40,40,30,"The candidate has strong full-stack development and DevOps skills but lacks explicit machine learning, AI research, or voice recognition experience required for the role. Their certifications focus on cloud and testing rather than ML algorithms or research methodologies. The profile partially aligns with software engineering aspects but misses core AI/ML research requirements.",10.0,10.0,tie
51,cv_3,75,27,50,"The candidate has relevant AI certifications and data science experience but lacks explicit machine learning research experience, algorithm design projects, and publication history required for the role. The Scrum/Agile focus and Support Analyst role suggest insufficient technical depth in core ML research areas like voice recognition.",25.0,23.0,B
