row_idx,job_snippet,score_cv_1,score_cv_2,score_cv_3,score_cv_4,score_cv_5,label_cv_1,label_cv_2,label_cv_3,label_cv_4,label_cv_5,predicted_best_cv,predicted_label,scores,labels
48,mission passionnante pour un expert en web3 et blockchain. notre entreprise rech,0.9605355314971815,0.9194551547865251,0.9781596124673451,0.8854918924356567,0.8579303777788674,software(full stack),site reliability engineer,backend engineer,network engineer,machine learning engineer,cv_3,backend engineer,"{'cv_1': 0.9605355314971815, 'cv_2': 0.9194551547865251, 'cv_3': 0.9781596124673451, 'cv_4': 0.8854918924356567, 'cv_5': 0.8579303777788674}","{'cv_1': 'software(full stack)', 'cv_2': 'site reliability engineer', 'cv_3': 'backend engineer', 'cv_4': 'network engineer', 'cv_5': 'machine learning engineer'}"
49,mission passionnante pour un leader en sécurité informatique ! nous recherchons ,0.0,0.0,0.0,0.0,0.0,data science,frontend,site reliability engineer,data science,machine learning engineer,cv_1,data science,"{'cv_1': 0.0, 'cv_2': 0.0, 'cv_3': 0.0, 'cv_4': 0.0, 'cv_5': 0.0}","{'cv_1': 'data science', 'cv_2': 'frontend', 'cv_3': 'site reliability engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
50,mission passionnante pour un software/machine learning engineer chez une entrepr,0.9715228359117414,0.926258830412818,0.926258830412818,0.8469397291254221,0.8206232726060729,backend engineer,data science,machine learning engineer,cyber,full stack engineer,cv_1,backend engineer,"{'cv_1': 0.9715228359117414, 'cv_2': 0.926258830412818, 'cv_3': 0.926258830412818, 'cv_4': 0.8469397291254221, 'cv_5': 0.8206232726060729}","{'cv_1': 'backend engineer', 'cv_2': 'data science', 'cv_3': 'machine learning engineer', 'cv_4': 'cyber', 'cv_5': 'full stack engineer'}"
51,votre prochain défi professionnel est de rejoindre notre équipe de recherche en ,0.9386105957913173,0.8978084157270835,0.9572691816408547,0.8879132104199536,0.8031384469144487,web developer junior,full stack engineer,data analyst,cloud &devops engineer,full stack engineer,cv_3,data analyst,"{'cv_1': 0.9386105957913173, 'cv_2': 0.8978084157270835, 'cv_3': 0.9572691816408547, 'cv_4': 0.8879132104199536, 'cv_5': 0.8031384469144487}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'data analyst', 'cv_4': 'cloud &devops engineer', 'cv_5': 'full stack engineer'}"
52,votre prochain défi professionnel vous attend dans un contexte de développement ,0.9206193674656076,0.8870378025607866,0.9072007704311627,0.8367599686412899,0.8081526636068825,full stack engineer,full stack engineer,software(full stack),network engineer,machine learning engineer,cv_1,full stack engineer,"{'cv_1': 0.9206193674656076, 'cv_2': 0.8870378025607866, 'cv_3': 0.9072007704311627, 'cv_4': 0.8367599686412899, 'cv_5': 0.8081526636068825}","{'cv_1': 'full stack engineer', 'cv_2': 'full stack engineer', 'cv_3': 'software(full stack)', 'cv_4': 'network engineer', 'cv_5': 'machine learning engineer'}"
53,mission passionnante pour un ingénieur devops expérimenté dans un environnement ,0.9822836252147541,0.9613611070431088,0.9177712500492048,0.9560227672785538,0.8984407882081116,devops,software(full stack),full stack engineer,data science,machine learning engineer,cv_1,devops,"{'cv_1': 0.9822836252147541, 'cv_2': 0.9613611070431088, 'cv_3': 0.9177712500492048, 'cv_4': 0.9560227672785538, 'cv_5': 0.8984407882081116}","{'cv_1': 'devops', 'cv_2': 'software(full stack)', 'cv_3': 'full stack engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
54,votre prochain défi professionnel est de rejoindre notre équipe de sécurité info,0.9289067089857744,0.8843204620140932,0.8958785404213108,0.8640404723549681,0.8468386523451595,software(full stack),software(full stack),reality solution designer,senior research scientist engineer,machine learning engineer,cv_1,software(full stack),"{'cv_1': 0.9289067089857744, 'cv_2': 0.8843204620140932, 'cv_3': 0.8958785404213108, 'cv_4': 0.8640404723549681, 'cv_5': 0.8468386523451595}","{'cv_1': 'software(full stack)', 'cv_2': 'software(full stack)', 'cv_3': 'reality solution designer', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
55,mission passionnante pour un développeur full stack expérimenté. nous recherchon,0.9520251829169754,0.9844811502732046,0.9043012739181573,0.6267037869798038,0.8788031684920538,software(full stack),software(full stack),cloud engineer,cyber,machine learning engineer,cv_2,software(full stack),"{'cv_1': 0.9520251829169754, 'cv_2': 0.9844811502732046, 'cv_3': 0.9043012739181573, 'cv_4': 0.6267037869798038, 'cv_5': 0.8788031684920538}","{'cv_1': 'software(full stack)', 'cv_2': 'software(full stack)', 'cv_3': 'cloud engineer', 'cv_4': 'cyber', 'cv_5': 'machine learning engineer'}"
56,"pour réussir dans ce rôle, vous devez avoir une solide expérience en tant que da",0.9775404137450957,0.9298762919865651,0.9525579233562488,0.9397656387187413,0.9411647594727126,data analyst,frontend,data science,software(full stack),machine learning engineer,cv_1,data analyst,"{'cv_1': 0.9775404137450957, 'cv_2': 0.9298762919865651, 'cv_3': 0.9525579233562488, 'cv_4': 0.9397656387187413, 'cv_5': 0.9411647594727126}","{'cv_1': 'data analyst', 'cv_2': 'frontend', 'cv_3': 'data science', 'cv_4': 'software(full stack)', 'cv_5': 'machine learning engineer'}"
57,mission passionnante pour un ingénieur chercheuse en informatique 'data science',0.9589947756580888,0.916539146035769,0.9239931017838767,0.9496950408434826,0.8257779735612041,web developer junior,full stack engineer,full stack engineer,software(full stack),full stack engineer,cv_1,web developer junior,"{'cv_1': 0.9589947756580888, 'cv_2': 0.916539146035769, 'cv_3': 0.9239931017838767, 'cv_4': 0.9496950408434826, 'cv_5': 0.8257779735612041}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'software(full stack)', 'cv_5': 'full stack engineer'}"
58,votre prochain défi professionnel est de rejoindre notre équipe en tant que déve,0.9816734463651353,0.9505225217849391,0.9592182499583912,0.9846367937751496,0.9224409995760097,backend engineer,backend engineer,machine learning engineer,software(full stack),machine learning engineer,cv_4,software(full stack),"{'cv_1': 0.9816734463651353, 'cv_2': 0.9505225217849391, 'cv_3': 0.9592182499583912, 'cv_4': 0.9846367937751496, 'cv_5': 0.9224409995760097}","{'cv_1': 'backend engineer', 'cv_2': 'backend engineer', 'cv_3': 'machine learning engineer', 'cv_4': 'software(full stack)', 'cv_5': 'machine learning engineer'}"
59,votre prochain défi professionnel consiste à rejoindre notre équipe de développe,0.968383801777433,0.9365169924796028,0.969413161030602,0.9425367241177596,0.892888847117398,full stack engineer,frontend,backend engineer,reality solution designer,machine learning engineer,cv_3,backend engineer,"{'cv_1': 0.968383801777433, 'cv_2': 0.9365169924796028, 'cv_3': 0.969413161030602, 'cv_4': 0.9425367241177596, 'cv_5': 0.892888847117398}","{'cv_1': 'full stack engineer', 'cv_2': 'frontend', 'cv_3': 'backend engineer', 'cv_4': 'reality solution designer', 'cv_5': 'machine learning engineer'}"
60,votre prochain défi professionnel consiste à rejoindre notre équipe de data scie,0.986166170518035,0.92374406776877,0.9307392796002831,0.9492499663836005,0.8340202104921093,machine learning engineer,full stack engineer,full stack engineer,software(full stack),full stack engineer,cv_1,machine learning engineer,"{'cv_1': 0.986166170518035, 'cv_2': 0.92374406776877, 'cv_3': 0.9307392796002831, 'cv_4': 0.9492499663836005, 'cv_5': 0.8340202104921093}","{'cv_1': 'machine learning engineer', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'software(full stack)', 'cv_5': 'full stack engineer'}"
61,votre prochain défi professionnel consiste à rejoindre notre équipe d'experts en,0.8830946115936741,0.0,0.8833804146271226,0.9389075704007569,0.8050582141514159,full stack engineer,reality solution designer,data science,senior research scientist engineer,full stack engineer,cv_4,senior research scientist engineer,"{'cv_1': 0.8830946115936741, 'cv_2': 0.0, 'cv_3': 0.8833804146271226, 'cv_4': 0.9389075704007569, 'cv_5': 0.8050582141514159}","{'cv_1': 'full stack engineer', 'cv_2': 'reality solution designer', 'cv_3': 'data science', 'cv_4': 'senior research scientist engineer', 'cv_5': 'full stack engineer'}"
62,"en tant que frontend developer, vous serez responsable de la conception et du dé",0.9016803278861627,0.9605017265208151,0.9605017265208151,0.8575903494150499,0.8920197170471524,web developer junior,full stack engineer,full stack engineer,data science,machine learning engineer,cv_2,full stack engineer,"{'cv_1': 0.9016803278861627, 'cv_2': 0.9605017265208151, 'cv_3': 0.9605017265208151, 'cv_4': 0.8575903494150499, 'cv_5': 0.8920197170471524}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
63,mission passionnante pour un ingénieur en sécurité et développement de logiciels,0.9712590050331804,0.8398854985335875,0.9539760392467914,0.912258238783478,0.9103673551814015,web developer junior,software(full stack),full stack engineer,machine learning engineer,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9712590050331804, 'cv_2': 0.8398854985335875, 'cv_3': 0.9539760392467914, 'cv_4': 0.912258238783478, 'cv_5': 0.9103673551814015}","{'cv_1': 'web developer junior', 'cv_2': 'software(full stack)', 'cv_3': 'full stack engineer', 'cv_4': 'machine learning engineer', 'cv_5': 'machine learning engineer'}"
64,mission passionnante pour un expert en systèmes d'information et blockchain. not,0.9333997294367123,0.9092418996045488,0.9214331330276523,0.9585595600580883,0.9532768364982505,web developer junior,frontend,backend engineer,senior research scientist engineer,machine learning engineer,cv_4,senior research scientist engineer,"{'cv_1': 0.9333997294367123, 'cv_2': 0.9092418996045488, 'cv_3': 0.9214331330276523, 'cv_4': 0.9585595600580883, 'cv_5': 0.9532768364982505}","{'cv_1': 'web developer junior', 'cv_2': 'frontend', 'cv_3': 'backend engineer', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
65,votre prochain défi professionnel est de rejoindre notre équipe de développement,0.9258714080206059,0.8917095803464341,0.9251363823398162,0.856474411704581,0.8724068956984288,web developer junior,machine learning engineer,frontend,data science,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9258714080206059, 'cv_2': 0.8917095803464341, 'cv_3': 0.9251363823398162, 'cv_4': 0.856474411704581, 'cv_5': 0.8724068956984288}","{'cv_1': 'web developer junior', 'cv_2': 'machine learning engineer', 'cv_3': 'frontend', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
66,votre prochain défi professionnel consiste à rejoindre notre équipe en tant que ,0.9179366997022218,0.9008042324620983,0.9008042324620983,0.7901735979986088,0.7729880491482954,software(full stack),full stack engineer,full stack engineer,data science,machine learning engineer,cv_1,software(full stack),"{'cv_1': 0.9179366997022218, 'cv_2': 0.9008042324620983, 'cv_3': 0.9008042324620983, 'cv_4': 0.7901735979986088, 'cv_5': 0.7729880491482954}","{'cv_1': 'software(full stack)', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
67,mission passionnante pour un développeur front-end expérimenté ! nous recherchon,0.9738797061277797,0.8677241829154027,0.9157418209237602,0.9302712485096616,0.8668018426130573,web developer junior,site reliability engineer,full stack engineer,full stack engineer,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9738797061277797, 'cv_2': 0.8677241829154027, 'cv_3': 0.9157418209237602, 'cv_4': 0.9302712485096616, 'cv_5': 0.8668018426130573}","{'cv_1': 'web developer junior', 'cv_2': 'site reliability engineer', 'cv_3': 'full stack engineer', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
68,votre prochain défi professionnel consiste à rejoindre une équipe passionnée et ,0.9699941443748478,0.9552015652290976,0.9273198121409669,0.8353427996324656,0.9286524308265076,web developer junior,data analyst,devops,network engineer,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9699941443748478, 'cv_2': 0.9552015652290976, 'cv_3': 0.9273198121409669, 'cv_4': 0.8353427996324656, 'cv_5': 0.9286524308265076}","{'cv_1': 'web developer junior', 'cv_2': 'data analyst', 'cv_3': 'devops', 'cv_4': 'network engineer', 'cv_5': 'machine learning engineer'}"
69,votre prochain défi professionnel se trouve dans un environnement dynamique où l,0.9105105936058727,0.9193699824730686,0.8566206240835265,0.905716064966354,0.9069074092864067,software(full stack),full stack engineer,cloud engineer,ntework engineer,machine learning engineer,cv_2,full stack engineer,"{'cv_1': 0.9105105936058727, 'cv_2': 0.9193699824730686, 'cv_3': 0.8566206240835265, 'cv_4': 0.905716064966354, 'cv_5': 0.9069074092864067}","{'cv_1': 'software(full stack)', 'cv_2': 'full stack engineer', 'cv_3': 'cloud engineer', 'cv_4': 'ntework engineer', 'cv_5': 'machine learning engineer'}"
70,votre prochain défi professionnel est peut-être cette opportunité de rejoindre n,0.9770324046264557,0.942928531638057,0.9059798347335353,0.9502826007918799,0.9084984400995977,cloud engineer,cloud engineer,backend engineer,data science,machine learning engineer,cv_1,cloud engineer,"{'cv_1': 0.9770324046264557, 'cv_2': 0.942928531638057, 'cv_3': 0.9059798347335353, 'cv_4': 0.9502826007918799, 'cv_5': 0.9084984400995977}","{'cv_1': 'cloud engineer', 'cv_2': 'cloud engineer', 'cv_3': 'backend engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
71,votre prochain défi professionnel est de rejoindre notre équipe de développement,0.903981090796072,0.9718304507406241,0.980718599663738,0.8982844283773919,0.9064083336856578,full stack engineer,backend engineer,backend engineer,data science,machine learning engineer,cv_3,backend engineer,"{'cv_1': 0.903981090796072, 'cv_2': 0.9718304507406241, 'cv_3': 0.980718599663738, 'cv_4': 0.8982844283773919, 'cv_5': 0.9064083336856578}","{'cv_1': 'full stack engineer', 'cv_2': 'backend engineer', 'cv_3': 'backend engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
72,votre prochain défi professionnel est une opportunité de rejoindre une équipe d',0.9708672283242515,0.9810144532571712,0.8787659853566234,0.9724228618490055,0.907135550308564,full stack engineer,dev ai,software(full stack),data science,machine learning engineer,cv_2,dev ai,"{'cv_1': 0.9708672283242515, 'cv_2': 0.9810144532571712, 'cv_3': 0.8787659853566234, 'cv_4': 0.9724228618490055, 'cv_5': 0.907135550308564}","{'cv_1': 'full stack engineer', 'cv_2': 'dev ai', 'cv_3': 'software(full stack)', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
73,votre prochain défi professionnel est de rejoindre notre équipe de recherche et ,0.9467834614429578,0.9334648797822662,0.9524722906899328,0.9573497653890758,0.8139260777289443,web developer junior,data analyst,data analyst,machine learning engineer,full stack engineer,cv_4,machine learning engineer,"{'cv_1': 0.9467834614429578, 'cv_2': 0.9334648797822662, 'cv_3': 0.9524722906899328, 'cv_4': 0.9573497653890758, 'cv_5': 0.8139260777289443}","{'cv_1': 'web developer junior', 'cv_2': 'data analyst', 'cv_3': 'data analyst', 'cv_4': 'machine learning engineer', 'cv_5': 'full stack engineer'}"
74,mission passionnante pour un cloud engineer expérimenté. vous rejoindrez notre é,0.9858055864435403,0.9814257867669757,0.9212373145323536,0.9365126765923928,0.9018773700969844,devops,devops,machine learning engineer,frontend,machine learning engineer,cv_1,devops,"{'cv_1': 0.9858055864435403, 'cv_2': 0.9814257867669757, 'cv_3': 0.9212373145323536, 'cv_4': 0.9365126765923928, 'cv_5': 0.9018773700969844}","{'cv_1': 'devops', 'cv_2': 'devops', 'cv_3': 'machine learning engineer', 'cv_4': 'frontend', 'cv_5': 'machine learning engineer'}"
75,mission passionnante pour une développeuse web junior ! nous recherchons une per,0.9126377894866466,0.8770587675392445,0.9381021364674018,0.9052897041197466,0.8571682661708362,web developer junior,full stack engineer,backend engineer,reality solution designer,machine learning engineer,cv_3,backend engineer,"{'cv_1': 0.9126377894866466, 'cv_2': 0.8770587675392445, 'cv_3': 0.9381021364674018, 'cv_4': 0.9052897041197466, 'cv_5': 0.8571682661708362}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'backend engineer', 'cv_4': 'reality solution designer', 'cv_5': 'machine learning engineer'}"
76,mission passionnante pour un scientifique en apprentissage automatique expérimen,0.8951412757687591,0.9558284690371615,0.8554896754363652,0.8444655796863737,0.7672032533695063,web developer junior,data science,full stack engineer,backend engineer,full stack engineer,cv_2,data science,"{'cv_1': 0.8951412757687591, 'cv_2': 0.9558284690371615, 'cv_3': 0.8554896754363652, 'cv_4': 0.8444655796863737, 'cv_5': 0.7672032533695063}","{'cv_1': 'web developer junior', 'cv_2': 'data science', 'cv_3': 'full stack engineer', 'cv_4': 'backend engineer', 'cv_5': 'full stack engineer'}"
77,mission passionnante pour un développeur backend expérimenté ! notre entreprise ,0.9560874760048826,0.9758693057037804,0.9820533158890382,0.9147737319011908,0.8942607901705452,web developer junior,backend engineer,backend engineer,machine learning engineer,machine learning engineer,cv_3,backend engineer,"{'cv_1': 0.9560874760048826, 'cv_2': 0.9758693057037804, 'cv_3': 0.9820533158890382, 'cv_4': 0.9147737319011908, 'cv_5': 0.8942607901705452}","{'cv_1': 'web developer junior', 'cv_2': 'backend engineer', 'cv_3': 'backend engineer', 'cv_4': 'machine learning engineer', 'cv_5': 'machine learning engineer'}"
78,votre prochain défi professionnel consiste à rejoindre notre équipe de data scie,0.98886489611167,0.960682476907479,0.9467613009563716,0.9489870054942735,0.8333923337989508,machine learning engineer,data science,full stack engineer,full stack engineer,full stack engineer,cv_1,machine learning engineer,"{'cv_1': 0.98886489611167, 'cv_2': 0.960682476907479, 'cv_3': 0.9467613009563716, 'cv_4': 0.9489870054942735, 'cv_5': 0.8333923337989508}","{'cv_1': 'machine learning engineer', 'cv_2': 'data science', 'cv_3': 'full stack engineer', 'cv_4': 'full stack engineer', 'cv_5': 'full stack engineer'}"
79,mission passionnante pour un ingénieur logiciel sénior expérimenté dans le domai,0.9880026182478292,0.915456275087752,0.9751377518952679,0.9128494766099766,0.9267525878093157,devops,data science,software(full stack),data science,machine learning engineer,cv_1,devops,"{'cv_1': 0.9880026182478292, 'cv_2': 0.915456275087752, 'cv_3': 0.9751377518952679, 'cv_4': 0.9128494766099766, 'cv_5': 0.9267525878093157}","{'cv_1': 'devops', 'cv_2': 'data science', 'cv_3': 'software(full stack)', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
80,mission passionnante pour un ingénieur logiciel expérimenté en site reliability ,0.9257001622944572,0.9649186523137037,0.9347089936187691,0.8907957357284677,0.9174268860276129,site reliability engineer,cloud engineer,full stack engineer,data science,machine learning engineer,cv_2,cloud engineer,"{'cv_1': 0.9257001622944572, 'cv_2': 0.9649186523137037, 'cv_3': 0.9347089936187691, 'cv_4': 0.8907957357284677, 'cv_5': 0.9174268860276129}","{'cv_1': 'site reliability engineer', 'cv_2': 'cloud engineer', 'cv_3': 'full stack engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
81,votre prochain défi professionnel se trouve dans un environnement dynamique où l,0.9779636619258273,0.935641789578894,0.945605567157686,0.9092794847500529,0.936841390407162,data analyst,cloud engineer,backend engineer,cloud &devops engineer,machine learning engineer,cv_1,data analyst,"{'cv_1': 0.9779636619258273, 'cv_2': 0.935641789578894, 'cv_3': 0.945605567157686, 'cv_4': 0.9092794847500529, 'cv_5': 0.936841390407162}","{'cv_1': 'data analyst', 'cv_2': 'cloud engineer', 'cv_3': 'backend engineer', 'cv_4': 'cloud &devops engineer', 'cv_5': 'machine learning engineer'}"
82,votre prochain défi professionnel vous attend dans le domaine des télécommunicat,0.8374249894930641,0.8095560008499819,0.9348027562464561,0.9217947444322694,0.8975595957472993,network engineer,software(full stack),full stack engineer,machine learning engineer,machine learning engineer,cv_3,full stack engineer,"{'cv_1': 0.8374249894930641, 'cv_2': 0.8095560008499819, 'cv_3': 0.9348027562464561, 'cv_4': 0.9217947444322694, 'cv_5': 0.8975595957472993}","{'cv_1': 'network engineer', 'cv_2': 'software(full stack)', 'cv_3': 'full stack engineer', 'cv_4': 'machine learning engineer', 'cv_5': 'machine learning engineer'}"
83,votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ,0.9762290840398086,0.9088321724968634,0.9079339026751216,0.9024502300046225,0.9076764082856138,cloud engineer,frontend,full stack engineer,ai engineer,machine learning engineer,cv_1,cloud engineer,"{'cv_1': 0.9762290840398086, 'cv_2': 0.9088321724968634, 'cv_3': 0.9079339026751216, 'cv_4': 0.9024502300046225, 'cv_5': 0.9076764082856138}","{'cv_1': 'cloud engineer', 'cv_2': 'frontend', 'cv_3': 'full stack engineer', 'cv_4': 'ai engineer', 'cv_5': 'machine learning engineer'}"
84,votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ,0.9265282290007604,0.9324628568581433,0.9453423024284521,0.9507529182833041,0.9613020478659718,reality solution designer,full stack engineer,software(full stack),full stack engineer,machine learning engineer,cv_5,machine learning engineer,"{'cv_1': 0.9265282290007604, 'cv_2': 0.9324628568581433, 'cv_3': 0.9453423024284521, 'cv_4': 0.9507529182833041, 'cv_5': 0.9613020478659718}","{'cv_1': 'reality solution designer', 'cv_2': 'full stack engineer', 'cv_3': 'software(full stack)', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
85,votre prochain défi professionnel est une mission stratégique en développement b,0.9090342289040501,0.9436896474228159,0.9034830629314529,0.8636305806769579,0.9003464405164555,web developer junior,full stack engineer,full stack engineer,data science,machine learning engineer,cv_2,full stack engineer,"{'cv_1': 0.9090342289040501, 'cv_2': 0.9436896474228159, 'cv_3': 0.9034830629314529, 'cv_4': 0.8636305806769579, 'cv_5': 0.9003464405164555}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
86,mission passionnante pour un senior devops expérimenté ! nous recherchons un exp,0.9657269667123447,0.9142897589508496,0.8917766196499073,0.901706235820872,0.9026144398932088,cloud &devops engineer,full stack engineer,software(full stack),ai engineer,machine learning engineer,cv_1,cloud &devops engineer,"{'cv_1': 0.9657269667123447, 'cv_2': 0.9142897589508496, 'cv_3': 0.8917766196499073, 'cv_4': 0.901706235820872, 'cv_5': 0.9026144398932088}","{'cv_1': 'cloud &devops engineer', 'cv_2': 'full stack engineer', 'cv_3': 'software(full stack)', 'cv_4': 'ai engineer', 'cv_5': 'machine learning engineer'}"
87,votre prochain défi professionnel est de rejoindre une équipe d'experts en intel,0.9668744643471339,0.9485596936116512,0.8562178274318242,0.9445829622384316,0.8256348898692535,web developer junior,senior research scientist engineer,full stack engineer,full stack engineer,full stack engineer,cv_1,web developer junior,"{'cv_1': 0.9668744643471339, 'cv_2': 0.9485596936116512, 'cv_3': 0.8562178274318242, 'cv_4': 0.9445829622384316, 'cv_5': 0.8256348898692535}","{'cv_1': 'web developer junior', 'cv_2': 'senior research scientist engineer', 'cv_3': 'full stack engineer', 'cv_4': 'full stack engineer', 'cv_5': 'full stack engineer'}"
88,votre prochain défi professionnel est de rejoindre notre équipe de développement,0.9656875328034286,0.8831092001158176,0.9291616159951392,0.8376170754316059,0.908561688970074,web developer junior,full stack engineer,machine learning engineer,full stack engineer,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9656875328034286, 'cv_2': 0.8831092001158176, 'cv_3': 0.9291616159951392, 'cv_4': 0.8376170754316059, 'cv_5': 0.908561688970074}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'machine learning engineer', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
89,votre prochain défi professionnel est de rejoindre notre équipe de développement,0.9124884002871487,0.9286627087076259,0.8869748136047493,0.8518938919366478,0.833385735375435,software(full stack),full stack engineer,cloud engineer,network engineer,machine learning engineer,cv_2,full stack engineer,"{'cv_1': 0.9124884002871487, 'cv_2': 0.9286627087076259, 'cv_3': 0.8869748136047493, 'cv_4': 0.8518938919366478, 'cv_5': 0.833385735375435}","{'cv_1': 'software(full stack)', 'cv_2': 'full stack engineer', 'cv_3': 'cloud engineer', 'cv_4': 'network engineer', 'cv_5': 'machine learning engineer'}"
90,votre prochain défi professionnel est de rejoindre notre équipe de sécurité info,0.9511631902376577,0.9673897865426367,0.9090363762828263,0.9608803411257437,0.9194979916864795,web developer junior,backend engineer,full stack engineer,backend engineer,machine learning engineer,cv_2,backend engineer,"{'cv_1': 0.9511631902376577, 'cv_2': 0.9673897865426367, 'cv_3': 0.9090363762828263, 'cv_4': 0.9608803411257437, 'cv_5': 0.9194979916864795}","{'cv_1': 'web developer junior', 'cv_2': 'backend engineer', 'cv_3': 'full stack engineer', 'cv_4': 'backend engineer', 'cv_5': 'machine learning engineer'}"
91,votre prochain défi professionnel est de rejoindre notre équipe en tant que devo,0.9532327739850719,0.8935670315834197,0.9006208687509474,0.915802954238568,0.8885891772605004,cloud engineer,software(full stack),backend engineer,data science,machine learning engineer,cv_1,cloud engineer,"{'cv_1': 0.9532327739850719, 'cv_2': 0.8935670315834197, 'cv_3': 0.9006208687509474, 'cv_4': 0.915802954238568, 'cv_5': 0.8885891772605004}","{'cv_1': 'cloud engineer', 'cv_2': 'software(full stack)', 'cv_3': 'backend engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
92,mission passionnante pour un développeur fullstack expérimenté. dans le cadre de,0.9747202550219197,0.969851417395214,0.9668042962333105,0.8679471602633828,0.8768418228765738,software(full stack),full stack engineer,full stack engineer,reality solution designer,machine learning engineer,cv_1,software(full stack),"{'cv_1': 0.9747202550219197, 'cv_2': 0.969851417395214, 'cv_3': 0.9668042962333105, 'cv_4': 0.8679471602633828, 'cv_5': 0.8768418228765738}","{'cv_1': 'software(full stack)', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'reality solution designer', 'cv_5': 'machine learning engineer'}"
93,mission passionnante pour un développeur frontend expérimenté. dans un contexte ,0.941472605916208,0.8394536368678878,0.784727881626645,0.5623752489636192,0.7747058875925308,frontend,cloud engineer,devops,cyber,machine learning engineer,cv_1,frontend,"{'cv_1': 0.941472605916208, 'cv_2': 0.8394536368678878, 'cv_3': 0.784727881626645, 'cv_4': 0.5623752489636192, 'cv_5': 0.7747058875925308}","{'cv_1': 'frontend', 'cv_2': 'cloud engineer', 'cv_3': 'devops', 'cv_4': 'cyber', 'cv_5': 'machine learning engineer'}"
94,votre prochain défi professionnel sera de rejoindre notre équipe de data enginee,0.9765652373613783,0.9336581318645494,0.9261224819656001,0.8560104665854167,0.9180859209443369,cloud engineer,data science,full stack engineer,cyber,machine learning engineer,cv_1,cloud engineer,"{'cv_1': 0.9765652373613783, 'cv_2': 0.9336581318645494, 'cv_3': 0.9261224819656001, 'cv_4': 0.8560104665854167, 'cv_5': 0.9180859209443369}","{'cv_1': 'cloud engineer', 'cv_2': 'data science', 'cv_3': 'full stack engineer', 'cv_4': 'cyber', 'cv_5': 'machine learning engineer'}"
95,votre prochain défi professionnel est de rejoindre notre équipe en tant que head,0.9408872366475758,0.9704332119458832,0.9608898380258939,0.9419419832172291,0.925056809811195,web developer junior,devops,web developer junior,machine learning engineer,machine learning engineer,cv_2,devops,"{'cv_1': 0.9408872366475758, 'cv_2': 0.9704332119458832, 'cv_3': 0.9608898380258939, 'cv_4': 0.9419419832172291, 'cv_5': 0.925056809811195}","{'cv_1': 'web developer junior', 'cv_2': 'devops', 'cv_3': 'web developer junior', 'cv_4': 'machine learning engineer', 'cv_5': 'machine learning engineer'}"
