job_idx,cv_col,score_a,score_b,judge_score,reasoning,delta_a,delta_b,closer_system
34,cv_3,85,26,65,"The candidate has Python and Linux skills relevant to the role, along with DevOps experience, but lacks explicit mention of Cisco Packet Tracer, network security projects, and cybersecurity-specific certifications required. The CV shows partial alignment with technical requirements.",20.0,39.0,A
34,cv_4,80,38,35,"The candidate's profile focuses on data analysis and business intelligence (Power BI, Databricks, Excel) with no relevant cybersecurity skills (Python, Linux, Cisco Packet Tracer) required for the role. The experience in dashboard creation and business requirements analysis is unrelated to the technical tasks described in the job description.",45.0,3.0,B
34,cv_5,80,43,50,"The candidate has strong Python and Linux skills, but lacks explicit cybersecurity experience (e.g., network security, Cisco tools, password encryption projects) required by the job. His focus on machine learning and geometric deep learning is unrelated to the cybersecurity tasks listed.",30.0,7.0,B
35,cv_1,85,65,80,"The candidate has 5+ years of experience in data analysis, uses Power BI, SQL, and Python for dashboard automation, which aligns with the job's core requirements. However, the CV lacks explicit mention of MySQL and Excel, which are specified in the job description, slightly reducing the match score.",5.0,15.0,A
35,cv_2,85,49,65,"The candidate has strong technical skills in Python, machine learning, and data science, but lacks explicit experience with Power BI, Excel, and business intelligence tools emphasized in the job description. While SQL/MySQL aligns, the focus on ML research vs. BI/dashboards creates a partial mismatch.",20.0,16.0,B
35,cv_3,85,55,50,"The candidate has strong machine learning and Python skills but lacks explicit mention of Power BI, Excel, and traditional BI tools emphasized in the job description. While SQL/MySQL aligns, the focus on ML/AI versus core data analysis/BI requirements creates a partial match.",35.0,5.0,B
35,cv_4,20,46,25,"The candidate's profile focuses on mechanical engineering, robotics, and product design with no mention of data analysis, business intelligence tools (Power BI, SQL), or dashboard development. Core job requirements like data visualization and BI system implementation are entirely unaddressed, making the match very weak.",5.0,21.0,A
35,cv_5,40,37,50,"The candidate has strong machine learning and deep learning expertise, but lacks explicit experience with business intelligence tools like Power BI and SQL mentioned in the job description. The analytical skills align partially, but the technical stack mismatch reduces the match score.",10.0,13.0,A
36,cv_1,85,52,75,"Majdi Smaoui has relevant certifications (NIST CSF, ISO/IEC 27001) and experience in cybersecurity roles, including incident management and risk analysis. However, the job requires a senior role with direct experience in developing advanced threat detection strategies and coordinating cross-functional teams, which his CV partially addresses but lacks explicit emphasis on leadership in large-scale cybersecurity initiatives.",10.0,23.0,A
36,cv_2,20,37,35,"The candidate has strong data science and analytics skills but lacks direct cybersecurity experience in threat detection, compliance, or incident management. The role requires senior-level security expertise not demonstrated in the CV, resulting in a partial match.",15.0,2.0,B
36,cv_3,85,40,50,"The candidate has cloud infrastructure and DevOps experience with Red Hat and Kubernetes, which partially aligns with cybersecurity infrastructure needs. However, the CV lacks explicit mention of threat analysis, incident management, or compliance expertise required for the Senior Cybersecurity Engineer role. The experience level and core security competencies are insufficiently demonstrated.",35.0,10.0,B
36,cv_4,80,39,50,"The candidate has relevant network support experience with security solutions (Meraki MX appliances) and cloud technologies, but lacks explicit cybersecurity expertise in threat analysis, compliance, and incident management required for the senior role. The CV emphasizes IT operations over specialized security leadership.",30.0,11.0,B
36,cv_5,20,35,25,"The candidate's profile focuses on machine learning and geometric deep learning in healthcare, with no direct cybersecurity experience. The job requires expertise in threat detection, compliance, and incident management, which are not addressed in the CV. While the candidate has technical skills, they are misaligned with the cybersecurity domain.",5.0,10.0,A
37,cv_1,85,59,75,"The candidate has strong experience in Power BI, SQL, and data pipeline automation, aligning with core job requirements. However, the CV lacks explicit mention of Power Query and DAX proficiency, which are explicitly requested in the job description. The absence of these specific tools reduces the match score despite overall relevant experience.",10.0,16.0,A
37,cv_2,40,46,45,"The candidate has strong Python and machine learning skills but lacks explicit experience with Power BI, SQL, and DAX required by the job. Their focus on computer vision and generative AI aligns less with the data analyst role's emphasis on business intelligence tools and data visualization. Partial overlap in data analysis skills exists but key technical requirements are unmet.",5.0,1.0,B
37,cv_3,20,45,30,"The candidate has strong web development skills (React, Angular, Flutter) and problem-solving abilities, but lacks explicit experience with Power BI, SQL, Power Query, or DAX required for the Data Analyst role. Their background is in full-stack development, not data analysis or business intelligence, leading to a partial mismatch with core job requirements.",10.0,15.0,A
37,cv_4,40,29,35,"The candidate lacks explicit experience with Power BI, SQL, Power Query, and DAX required for the Data Analyst role. While they have AI/ML expertise and data science certifications, the core tools specified in the job description are missing, resulting in a partial match.",5.0,6.0,A
37,cv_5,20,43,30,"The candidate has strong machine learning and deep learning experience but lacks explicit skills in Power BI, SQL, Power Query, and DAX required for the Data Analyst role. Their background is research-focused (e.g., geometric deep learning for Alzheimer's classification) rather than data analysis or business intelligence, which misaligns with the job's core requirements.",10.0,13.0,A
38,cv_1,85,28,50,"The candidate has relevant full-stack experience and mentions React and Docker, which partially align with the job's requirements. However, critical technologies like Python/Flask, Elasticsearch, Redis, Kafka, and Ansible/Jenkins are missing from their CV. The experience dates also appear inconsistent (e.g., 2026-present), raising concerns about accuracy.",35.0,22.0,B
38,cv_2,80,30,50,"The candidate has JavaScript/React skills and training experience, which partially align with the job's frontend requirements. However, critical backend technologies like Python/Flask, PostgreSQL, Elasticsearch, and Kafka are missing from his profile. The junior experience level also conflicts with the 'expérimenté' requirement.",30.0,20.0,B
38,cv_3,85,29,50,"The candidate has full-stack experience and Linux skills, which align partially with the job. However, the required stack (Python, Flask, React, PostgreSQL, etc.) is not mentioned, and critical CI/CD tools like Docker/Ansible/Jenkins are absent. The mismatch in core technologies justifies a mid-range score.",35.0,21.0,B
38,cv_4,80,29,50,"The candidate has Agile/Scrum experience and Python/data science skills, but lacks critical full-stack development expertise (React, Flask, PostgreSQL, Docker, etc.) required for the role. The CV emphasizes AI/data science certifications and project management over the technical stack specified in the job description.",30.0,21.0,B
38,cv_5,80,33,35,"The candidate's profile focuses on machine learning and geometric deep learning, with limited mention of full-stack development skills like Flask, React, or PostgreSQL required by the job. While some DevOps tools (Docker) are listed, key technologies like Ansible, Jenkins, and Kafka are missing. The lack of explicit full-stack experience and core technical stack alignment significantly reduces the match score.",45.0,2.0,B
40,cv_1,80,35,50,"The candidate has Full-Stack development skills (Java/Spring Boot, React) and basic ML certifications, aligning partially with the job's Full-Stack requirement. However, they lack advanced Data Science skills (Deep Learning, Predictive Modeling) and critical tools like PySpark, Hadoop, Kafka, AWS/GCP mentioned in the job description.",30.0,15.0,B
40,cv_2,80,33,50,"The candidate has relevant Python and AI/ML skills (Deep Learning, PySpark) and AWS/GCP cloud experience, but lacks explicit full-stack development experience with JavaScript/TypeScript and core Big Data technologies like Hadoop/Kafka. The CV emphasizes Odoo customization over data science deployment, missing key job requirements.",30.0,17.0,B
40,cv_3,85,49,70,"The candidate has strong Data Science and Machine Learning expertise with relevant certifications and experience in Python, which aligns with core job requirements. However, the CV lacks explicit mention of Full Stack development skills (JavaScript/TypeScript/Java), Big Data tools (Hadoop/Kafka), and cloud platforms (AWS/GCP) emphasized in the job description. The partial match on technical stack reduces the score from a perfect match.",15.0,21.0,A
40,cv_4,20,46,20,"The candidate's profile is focused on cybersecurity (penetration testing, certifications like OSEP, CCNA Security) with no mention of data science, machine learning, or full-stack development skills required by the job. Key technical requirements like Python, SQL, Spark, or cloud platforms are absent, making the match very weak.",0.0,26.0,A
40,cv_5,85,42,65,"The candidate demonstrates strong expertise in Deep Learning and Machine Learning, aligning with key technical requirements. However, the CV lacks explicit mention of Full Stack development skills (JavaScript/TypeScript, front-end frameworks), Big Data tools (Hadoop, Kafka), and cloud platforms (AWS/GCP) specified in the job description. The focus on geometric deep learning and NestJS partially overlaps but misses critical full-stack and big data components.",20.0,23.0,A
41,cv_1,85,24,65,"The candidate has 5 years of data analysis experience and uses Python/SQL for data pipelines, which aligns with core requirements. However, the CV lacks explicit mentions of Tableau/Looker (critical tools in the job description) and only vaguely references Excel/Pivot. The absence of these specific visualization tools reduces the match score despite strong overall experience.",20.0,41.0,A
41,cv_2,60,24,30,"The candidate has 7 years of experience as a Site Reliability Engineer with DevOps and cloud expertise, but no explicit mention of data analysis, visualization tools (Tableau/Looker), or Python/PostgreSQL skills required for the Data Analyst role. The CV lacks direct alignment with core job requirements.",30.0,6.0,B
41,cv_3,85,21,50,"The candidate has strong machine learning and NLP expertise with Python, but lacks explicit experience with required tools like Tableau, Looker, and PostgreSQL. The job emphasizes data analysis and visualization, while the CV focuses on computer vision and biomedical signal processing. Core requirements like Pivot and data visualization tools are missing.",35.0,29.0,B
41,cv_4,20,39,20,"The candidate's profile is focused on electronics design engineering with no relevant experience in data analysis, visualization tools (Tableau/Looker), or programming (Python/PostgreSQL) required for the role. Only minimal overlap exists in basic Excel skills.",0.0,19.0,A
41,cv_5,40,19,40,"The candidate has strong machine learning and deep learning experience but lacks explicit mention of required data analysis tools (PostgreSQL, Tableau, Looker) and data visualization skills. While Python is listed, it's contextualized in ML engineering rather than data analysis. The role requires a different technical focus.",0.0,21.0,A
45,cv_1,70,44,55,"The candidate has relevant Java/Spring Boot, Python, and Machine Learning skills aligned with the job's requirements. However, they lack explicit C/C++ experience and image processing expertise mentioned in the job description, which are critical for the role. Their Full-Stack and DevOps focus may not fully address the system design and integration needs.",15.0,11.0,B
45,cv_2,85,43,60,"The candidate has strong ML/NLP experience and Python/Java skills, but lacks explicit C/C++ or image processing expertise mentioned in the job requirements. Partial alignment with core technical needs.",25.0,17.0,B
45,cv_3,85,44,65,"The candidate has strong machine learning and Python/Java skills aligning with part of the requirements, but lacks explicit C/C++ and image processing experience mentioned in the job description. Their web development experience is tangential to the core system design focus.",20.0,21.0,A
45,cv_4,80,43,35,"The candidate's profile focuses on full-stack web/mobile development (Angular, React, Spring Boot) with no mention of C/C++, Python, or systems-level programming required by the job. While Java is listed, the CV lacks critical competencies in machine learning, image processing, and numerical system design emphasized in the job description.",45.0,8.0,B
45,cv_5,40,48,50,"The candidate has Full-Stack development experience and Python knowledge, which partially aligns with the job's requirements. However, they lack explicit experience in C/C++, Java, Object-Oriented Programming, and Image Processing, which are critical for the role. The profile shows general technical competence but misses key specialized skills.",10.0,2.0,B
46,cv_1,85,53,65,"The candidate has relevant frontend skills (Angular, React, Bootstrap) and experience, but lacks explicit mention of Redux and TypeScript required in the job description. The senior-level experience requirement is borderline (2 years listed). Partial match with key technologies missing.",20.0,12.0,B
46,cv_2,20,40,30,"The candidate has UX/UI design training and data analysis experience but lacks explicit frontend development skills (React, Angular, TypeScript) required for the role. Their technical stack focuses on data tools (SQL, R) rather than web development frameworks, and no software development experience is demonstrated.",10.0,10.0,tie
46,cv_3,85,56,50,"The candidate has relevant experience in ReactJS and NodeJS but lacks explicit mention of key required frontend technologies like Redux, Angular, and TypeScript. Their experience is primarily in Android development, which partially aligns with the job's focus on web development. The senior-level requirement is not strongly supported by the CV.",35.0,6.0,B
46,cv_4,40,39,38,"The candidate's profile focuses on data science, machine learning, and backend tools (FastAPI, Flask, Airflow) rather than frontend development. Key frontend technologies like React, Angular, or CSS frameworks are absent, and there's no evidence of senior-level frontend experience required for the role.",2.0,1.0,B
46,cv_5,20,38,30,"The candidate has strong machine learning and backend development experience but lacks explicit frontend skills (React, Angular, HTML/CSS) required for the role. While technical proficiency is evident, the mismatch in core frontend technologies significantly reduces alignment.",10.0,8.0,B
47,cv_1,85,58,70,"The candidate has strong experience in Python, SQL, Power BI, and data pipeline automation, aligning with core job requirements. However, the CV lacks explicit mention of HTML/CSS skills required in the job description, and the internship may prioritize recent academic training over 5+ years of professional experience.",15.0,12.0,B
47,cv_2,80,29,50,"The candidate has strong SAP development experience with Java, Spring Boot, and Angular, but lacks explicit Python, SQL, and Power BI skills required for the Data Analyst role. While there is partial overlap in programming and web development, core data analysis and visualization competencies are missing.",30.0,21.0,B
47,cv_3,80,19,50,"The candidate has strong Python and machine learning skills, but lacks explicit experience with SQL, Power BI, and HTML/CSS required in the job description. While their technical background is solid, the missing tools and focus on computer vision over data analysis create a partial match.",30.0,31.0,A
47,cv_4,20,26,25,"The candidate's profile focuses on electronics engineering and hardware design, with no mention of Python, SQL, or data analysis experience required for the Data Analyst role. While some programming skills (HTML/CSS) are present, core data analysis tools and domain alignment are missing, resulting in a poor match.",5.0,1.0,B
47,cv_5,80,28,65,"The candidate has strong Python/SQL skills and data analysis experience through ML projects, but lacks explicit Power BI proficiency mentioned in the job. Their deep learning focus (Deep Graph CNNs) is technically relevant but not directly aligned with the data analyst role's business intelligence focus. The CV shows technical competence but misses some key tools (Power BI) and business collaboration emphasis required.",15.0,37.0,A
48,cv_1,80,49,65,"The candidate has strong frontend skills in React, TypeScript, and testing tools, aligning with core requirements. However, they lack explicit Web3/blockchain experience (e.g., Ethereum, Solidity, decentralized protocols) and Nx Workspaces mentioned in the job description. Their 3-year React experience is relevant but insufficient for the Web3-specific focus.",15.0,16.0,A
48,cv_2,20,41,35,"The candidate has strong DevOps and backend experience with Go/Python, but lacks explicit frontend Web3 skills (React, Vue, Web3) and JavaScript/TypeScript proficiency required for the role. Partial overlap in CI/CD and cloud-native infrastructure, but core frontend and blockchain development requirements are unmet.",15.0,6.0,B
48,cv_3,85,55,50,"The candidate has strong frontend skills in JavaScript/TypeScript and frameworks like Angular, but lacks explicit experience with Web3, blockchain, React, Vue, and Nx Workspaces required by the job. Their mobile development focus and absence of Web3-specific expertise create a partial match.",35.0,5.0,B
48,cv_4,20,43,30,"The candidate has strong networking and IT operations experience but lacks critical frontend development skills (React, TypeScript, Web3) required for the role. Partial overlap in technical problem-solving and IT certifications exists, but core Web3/frontend expertise is missing.",10.0,13.0,A
48,cv_5,20,39,20,"The candidate's profile focuses on machine learning and deep learning projects with no mention of frontend development, Web3, or blockchain technologies required for the role. While they have technical experience, critical skills like React, Vue, and Web3 integration are entirely absent.",0.0,19.0,A
49,cv_1,60,28,50,"The candidate has project management experience and technical certifications but lacks explicit cybersecurity leadership experience or institutional relations with European/Italian organizations required for the role. Partial alignment with some skills like French/English proficiency and project management, but key security and governance requirements are unmet.",10.0,22.0,A
49,cv_2,60,40,50,"The candidate has strong AI and software engineering skills but lacks explicit cybersecurity leadership experience or institutional relations management required for the role. Partial alignment exists in technical capabilities, but key leadership and security-specific requirements are unmet.",10.0,10.0,tie
49,cv_3,85,46,50,"The candidate has strong technical skills in cloud infrastructure and DevOps but lacks explicit cybersecurity leadership experience, risk management expertise, and institutional relations experience required for the role. While her certifications and technical background are relevant, the job demands specific security leadership and stakeholder management competencies not demonstrated in the CV.",35.0,4.0,B
49,cv_4,80,20,50,"The candidate has strong data science and AI expertise but lacks direct cybersecurity leadership experience, risk management skills, and institutional relations experience required for the role. Partial alignment with technical skills but misses core job requirements.",30.0,30.0,tie
49,cv_5,20,57,45,"The candidate has strong technical skills in machine learning and deep learning but lacks explicit cybersecurity leadership experience, risk management expertise, or institutional partnership experience required for the role. The geographic proximity to Italy is a minor positive, but core job requirements are unmet.",25.0,12.0,B
50,cv_1,85,43,75,"The candidate has strong Python, Django, and ML/NLP experience aligning with core requirements. Missing explicit mention of Django Rest Framework and distributed systems experience reduces the score, but their backend expertise and Unix familiarity suggest partial overlap. The EF SET certification and language skills are irrelevant to technical requirements.",10.0,32.0,A
50,cv_2,85,48,50,"The candidate has strong machine learning and Python skills, aligning with the ML and Python requirements. However, the CV lacks explicit mention of critical technologies like Django, Docker, Git, and Unix systems, which are central to the job description. The absence of distributed systems experience and NLP-specific expertise further reduces the match.",35.0,2.0,B
50,cv_3,85,43,55,"The candidate has strong machine learning expertise and Python skills, aligning with the ML and NLP requirements. However, the CV lacks explicit mentions of required technologies like Django, Docker, Redis, and distributed systems experience, which are critical for the role. Partial match on core competencies but missing key technical requirements.",30.0,12.0,B
50,cv_4,20,47,25,"The candidate's profile is focused on cybersecurity (penetration testing, certifications like OSEP/CRTE) with no evidence of software engineering, machine learning, or system design experience required for the role. While Unix familiarity is present, core requirements like Python/Django development, distributed systems, and ML/NLP are entirely missing.",5.0,22.0,A
50,cv_5,60,58,55,"The candidate has full-stack development experience and Unix familiarity, which partially align with the job requirements. However, they lack explicit Python/Django expertise (core backend tech stack) and machine learning/NLP experience emphasized in the role. Their focus appears to be front-end heavy (React.js, D3.js) rather than the backend/systems engineering orientation required.",5.0,3.0,B
51,cv_1,20,34,40,"The candidate has relevant ML certifications and software engineering skills, but lacks direct research experience in AI/ML, speech recognition projects, and publication history required for the role. The focus on full-stack development rather than ML research creates a partial match.",20.0,6.0,B
51,cv_2,20,40,25,"The candidate has strong full-stack development and DevOps skills but lacks explicit machine learning, AI research, or voice recognition experience required for the role. Core competencies like model development and academic publishing are absent from the CV.",5.0,15.0,A
51,cv_3,85,39,50,"The candidate has relevant certifications in AI and data science, as well as project management experience, but lacks explicit experience in machine learning model development, voice recognition research, or academic publication—key requirements for the role. Partial alignment with data engineering and Agile methodologies is present.",35.0,11.0,B
51,cv_4,20,56,50,"The candidate has strong DevOps/MLOps and cloud infrastructure expertise (Kubernetes, AWS, IaC), which aligns with supporting ML model deployment. However, the job requires core ML research skills (voice recognition, algorithm design, academic publishing) that are not explicitly demonstrated in the CV. The resume emphasizes infrastructure over machine learning research experience.",30.0,6.0,B
51,cv_5,20,38,30,"The candidate has strong full-stack development experience but lacks explicit machine learning, AI research, or speech recognition expertise. The job requires research-oriented skills (e.g., model development, academic publishing) not demonstrated in the CV. Partial alignment with technical skills but missing core requirements.",10.0,8.0,B
52,cv_1,85,22,65,"The candidate has full-stack experience and cloud/microservices expertise aligning with key requirements, but lacks explicit Node.js/TypeScript/PostgreSQL stack experience mentioned in the job description. The Java/React focus creates a partial mismatch in core technologies.",20.0,43.0,A
52,cv_2,85,49,50,"The candidate has strong .NET development experience with ASP.NET Core, C#, Web API, and cloud platforms (Azure, AWS), which partially aligns with the job's cloud deployment and API design requirements. However, the job specifically requires Node.js, TypeScript, and PostgreSQL, which are not mentioned in the CV. The absence of these core technologies significantly reduces the match score.",35.0,1.0,B
52,cv_3,80,40,50,"The candidate has full-stack experience with Java/SpringBoot, React, and AWS, which partially aligns with the job's need for backend and cloud skills. However, critical requirements like Node.js, TypeScript, and PostgreSQL are missing from their profile, creating a significant gap in the specified tech stack.",30.0,10.0,B
52,cv_4,20,21,20,"The candidate's profile is focused on network engineering and security (firewalls, ACLs, Cisco, Juniper) with no relevant experience in full-stack web development (Node.js, TypeScript, PostgreSQL, API design). Core job requirements like microservices, cloud deployment, and SOLID principles are entirely absent from the CV.",0.0,1.0,A
52,cv_5,80,24,50,"The candidate has relevant skills like NestJS (Node.js framework) and DevOps, but lacks explicit experience with PostgreSQL, TypeScript, and full-stack backend development emphasized in the job. Their focus on machine learning and geometric deep learning projects doesn't align with the required backend/API design and cloud deployment responsibilities.",30.0,26.0,B
53,cv_1,85,65,65,"The candidate has relevant cloud (AWS/Azure/GCP), DevOps tools (Docker, Ansible, Jenkins), and backend experience, but lacks explicit mentions of Kubernetes, Splunk, Grafana, Prometheus, GitLab-CI, RHEL/Debian, Bash, Golang, and Agile methodologies—key requirements in the job description. Partial alignment with core DevOps skills but missing critical components.",20.0,0.0,B
53,cv_2,80,57,50,"The candidate has some relevant backend development skills (Java Spring Boot) and mentions DevOps interest, but lacks critical requirements like Kubernetes, Docker, cloud platforms (AWS/Azure), infrastructure as code, and monitoring tools (Prometheus, Grafana). Certifications focus on web development rather than DevOps-specific tools.",30.0,7.0,B
53,cv_3,70,44,50,"The candidate has relevant backend experience (Spring Framework) and some professional experience, but lacks explicit DevOps tooling (Kubernetes, Ansible, Terraform) and cloud infrastructure expertise (AWS/Azure) required for the role. The CV emphasizes academic teaching and data science skills rather than infrastructure automation or orchestration, which are critical for this position.",20.0,6.0,B
53,cv_4,20,47,20,"The CV focuses on AI, data science, and RPA skills with no mention of DevOps tools (Kubernetes, Docker, GitLab-CI) or cloud platforms (AWS/Azure) required by the job. Core DevOps competencies like infrastructure as code, backend development, and orchestration are entirely absent, making the candidate mismatched for the role.",0.0,27.0,A
53,cv_5,40,46,45,"The candidate has DevOps listed as a skill but lacks explicit experience with critical tools like Kubernetes, Docker, Ansible, or cloud platforms (AWS/Azure) required by the job. Their experience focuses on machine learning and geometric deep learning projects rather than infrastructure automation, CI/CD pipelines, or backend development. Partial alignment exists with Git and Agile methodologies, but core DevOps competencies are missing.",5.0,1.0,B
54,cv_1,40,40,50,"The candidate has some relevant cybersecurity certifications (e.g., Cybersecurity Essentials) and competition participation, but their primary experience is in full-stack web development. The job requires deeper expertise in security tools (firewalls, intrusion detection) and implementation strategies, which are only partially addressed in the CV.",10.0,10.0,tie
54,cv_2,20,34,30,"The candidate has strong full-stack development skills but lacks explicit cybersecurity expertise required by the job (e.g., intrusion detection, firewalls). While they mention security in their summary, there are no certifications or specific security technologies listed that align with the role's requirements.",10.0,4.0,B
54,cv_3,20,58,30,"The candidate has strong electronics engineering skills and certifications but lacks direct cybersecurity expertise required for the role. Key requirements like intrusion detection systems, firewalls, and security strategy implementation are not addressed in the CV.",10.0,28.0,A
54,cv_4,20,52,35,"The candidate has strong machine learning and data science skills but lacks explicit cybersecurity expertise (e.g., firewalls, intrusion detection systems) required for the role. Partial overlap in technical skills (Python, data tools) exists, but core security requirements are unmet.",15.0,17.0,A
54,cv_5,80,48,50,"The candidate has strong machine learning and deep learning skills but lacks explicit cybersecurity experience or technical expertise in required areas like firewalls, intrusion detection, or security management systems. The job requires direct cybersecurity implementation experience, which is not demonstrated in the CV.",30.0,2.0,B
55,cv_1,85,43,60,"The candidate has strong front-end skills in React and TypeScript, aligning with part of the job's requirements. However, the job emphasizes PHP/Symfony and Vue.js for the back-end and front-end respectively, which the candidate does not mention. Their experience with Spring Boot and Java is not relevant to the specified stack, and there's no evidence of Full Stack expertise with the required technologies.",25.0,17.0,B
55,cv_2,85,69,50,"The candidate has relevant Full Stack experience with React.js and Spring Boot, but the job requires PHP/Symfony as the primary backend stack, which is not mentioned. Vue.js and GraphQL are also missing. The candidate's Java/Spring expertise is not aligned with the PHP-based requirements, creating a partial match.",35.0,19.0,B
55,cv_3,80,40,50,"The candidate has DevOps/cloud expertise (Azure, Kubernetes) and brief full-stack experience, but lacks key technologies listed in the job description (PHP/Symfony, Vue.js, React.js). The primary roles focus on infrastructure rather than full-stack development, resulting in partial alignment.",30.0,10.0,B
55,cv_4,20,44,25,"The candidate's profile is focused on cybersecurity and industrial systems, with no evidence of full-stack development skills (PHP/Symfony, Vue.js, React.js, etc.) required for the role. While they have IT experience, the technical stack and development responsibilities are mismatched.",5.0,19.0,A
55,cv_5,40,40,40,"The candidate's profile focuses on machine learning and DevOps with NestJS, but lacks explicit experience in the required full-stack technologies (PHP/Symfony, Vue.js, React.js, GraphQL) and tools (Docker, PostgreSQL). While some backend skills overlap, the frontend and core stack mismatch significantly.",0.0,0.0,tie
56,cv_1,70,25,50,"The candidate has relevant skills in Python, Spark, and SQL, but lacks explicit experience in ETL, Data Lake, and cloud platforms like Databricks/AWS/Azure required by the job. Their junior-level data analyst roles don't demonstrate the senior data engineering expertise requested.",20.0,25.0,A
56,cv_2,20,32,25,"The candidate has frontend development experience with JavaScript and some programming skills, but lacks critical data engineering expertise (ETL, Data Lake, architectures) and tools (Databricks, Spark, AWS, Azure) required for the role. Python and SQL skills are missing, and the job requires a different technical stack.",5.0,7.0,A
56,cv_3,85,26,50,"The candidate has relevant AI and Python experience but lacks explicit mentions of critical requirements like ETL, Data Lake, Databricks, Spark, SQL, and JavaScript. Azure certification aligns partially, but core data engineering tools are missing.",35.0,24.0,B
56,cv_4,20,33,20,"The candidate's profile focuses on frontend iOS development (Swift, SwiftUI) and lacks explicit experience in data engineering domains like ETL, Data Lakes, or cloud platforms (Databricks, AWS, Azure). Required programming skills (Python, SQL, JavaScript) are also absent, making the match very weak.",0.0,13.0,A
56,cv_5,80,27,50,"The candidate has strong machine learning and deep learning experience but lacks explicit data engineering expertise (ETL, Data Lake, architectures) and key tools (Databricks, Spark, AWS, Azure) required by the job. Programming skills in Python are present, but SQL and JavaScript are unmentioned. The profile partially aligns with technical requirements but misses core data engineering competencies.",30.0,23.0,B
57,cv_1,20,36,35,"The candidate has relevant machine learning certifications and some technical skills, but lacks specific tools like TensorFlow, Ubuntu, and Matlab required. No research experience or publications are mentioned, and the internship timing may not align with the job's needs. Partial match with key requirements missing.",15.0,1.0,B
57,cv_2,20,37,30,"The candidate has strong software engineering experience but lacks explicit data science, machine learning research, or teaching experience required by the job. While the CV mentions Python (relevant), it omits critical keywords like TensorFlow, Ubuntu, Matlab, and research publication history. The role emphasizes academic research and classification algorithms, which are not aligned with the candidate's full-stack development focus.",10.0,7.0,B
57,cv_3,20,38,20,"The candidate lacks explicit Data Science, machine learning, and research experience required for the role. While they have cloud and DevOps skills, these are not aligned with the core job requirements of Python, TensorFlow, or academic publishing.",0.0,18.0,A
57,cv_4,85,32,55,"The candidate has relevant skills in deep learning and Python but lacks explicit experience with TensorFlow, Ubuntu, and Matlab required by the job. The CV emphasizes software engineering and full-stack development rather than academic research or teaching experience, which are critical for the role. Partial alignment with machine learning but missing key research and publication components.",30.0,23.0,B
57,cv_5,20,25,30,"The candidate has a computer science background and full-stack development experience, but lacks explicit machine learning, data science research, or academic teaching experience required by the job. While the technical skills (Python, tools) partially overlap, the CV emphasizes web development (React.js, Elasticsearch) rather than classification algorithms or research publication experience.",10.0,5.0,B
58,cv_1,85,33,75,"The candidate has strong Python backend development experience with Django and FastAPI, aligning with core job requirements. They mention Docker and GitHub Actions, covering partial DevOps skills, but lack explicit mention of Ansible or AWS. The CV emphasizes AI/NLP over full-stack or data correction processes, creating a partial match.",10.0,42.0,A
58,cv_2,80,29,50,"The candidate has strong Python backend development experience with Odoo ERP customization and migration, aligning with the Python developer portion of the role. However, the CV lacks explicit DevOps skills (Docker, Ansible, CI/CD) and full-stack web development tools (React, Angular) required in the job description. The AI/ML certifications are not relevant to the DevOps responsibilities emphasized in the position.",30.0,21.0,B
58,cv_3,85,36,50,"The candidate has Python and machine learning skills, which partially align with the job's Python requirements. However, critical DevOps tools (Docker, Ansible, GitHub Actions), full-stack web frameworks (Django, Flask), and database technologies (MySQL, PostgreSQL) are missing from the CV. The focus on data science certifications and lack of explicit DevOps/full-stack experience create a partial match.",35.0,14.0,B
58,cv_4,85,39,50,"The candidate has full-stack development experience with React and Java/Spring, aligning partially with the job's full-stack requirement. However, the job emphasizes Python (Django/Flask), DevOps tools (Docker, Ansible), and automation, which are not mentioned in the CV. The lack of Python and DevOps expertise creates a significant mismatch.",35.0,11.0,B
58,cv_5,80,45,65,"The candidate has strong machine learning and deep learning experience, including relevant projects in geometric deep learning. However, the job requires Python full-stack development and DevOps automation skills (Django, Docker, Ansible, etc.) which are not explicitly demonstrated in the CV. The CV emphasizes academic research and ML engineering over the required web development and DevOps toolchain expertise.",15.0,20.0,A
61,cv_1,60,43,50,"The candidate has technical programming skills and a computer science background but lacks explicit experience in AI, IoT, machine learning, or academic research. The job requires specialized knowledge in AI subfields (neural networks, swarm intelligence) and research/teaching experience, which are not demonstrated in the CV. Partial match due to general software engineering skills.",10.0,7.0,B
61,cv_2,80,46,35,"The candidate has strong mechanical engineering and product design experience but lacks explicit AI, IoT, or academic research experience required for the role. Teaching, R&D in AI/ML, and interdisciplinary project collaboration are not demonstrated, which are critical for the position.",45.0,11.0,B
61,cv_3,60,37,50,"The candidate has project management experience and data science skills, but lacks explicit expertise in machine learning, neural networks, fuzzy logic, or swarm intelligence required for the AI/IoT research role. Her Microsoft consulting background and social entrepreneurship experience are partially relevant but insufficient for the technical depth needed.",10.0,13.0,A
61,cv_4,85,59,65,"The candidate has strong technical skills in machine learning and industry experience, but lacks academic teaching/research experience and specific expertise in fuzzy logic, swarm intelligence, and ICT integration in medicine/transport mentioned in the job description. Partial alignment with core requirements.",20.0,6.0,B
