job_idx,cv_col,label,score,label_checked,justification,model,generated_at
21,cv_4,MATCH,80,MATCH,"Le candidat a une expérience en développement et en ingénierie, mais pas directement en ingénierie de confiance de site. Cependant, il a une excellente compréhension des systèmes et des applications, ainsi que des compétences en matière de programmation, de développement et de conception de systèmes. Il a également une expérience en DevOps et en machine learning, ce qui pourrait être utile pour résoudre les problèmes et améliorer les processus. De plus, il a une excellente capacité d'analyse, de résolution de problèmes et de communication, ce qui est essentiel pour ce poste. Il faudrait cependant discuter avec le candidat pour voir s'il a les compétences et l'expérience nécessaires pour ce poste spécifique.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:12.350774
21,cv_5,MATCH,80,MATCH,"Le candidat possède une expérience en tant que Machine Learning Engineer, ce qui est proche de la fonction d'Ingénieur de Confiance de Site. Il a également des compétences en matière de Deep Learning et de DevOps, qui sont pertinentes pour le poste. Cependant, il manque d'expérience directe dans le domaine de l'ingénierie de confiance de site et des systèmes, ce qui est un aspect clé du poste. En outre, il n'a pas mentionné d'expérience en matière de sécurité, de réseaux et de bases de données, qui sont également des compétences requises pour le poste.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:13.760862
22,cv_1,MATCH,85,MATCH,"Le candidat possède une expérience significative en DevOps et dans les technologies cloud, notamment Azure, AWS et GCP. Il a également des compétences en matière de conception et de déploiement d'infrastructures cloud sécurisées, ainsi que dans la mise en œuvre de la transformation numérique vers le cloud Microsoft. Les responsabilités mentionnées dans l'offre d'emploi, telles que la conception et le déploiement d'orchestrateurs, la mise en place et la mise à jour de l'infrastructure as code avec Terraform, sont également mentionnées dans le CV. Cependant, le candidat n'a pas d'expérience directe dans la conception et le déploiement d'infrastructures cloud sécurisées avec Azure, mais il a travaillé avec Azure dans le cadre de son expérience chez IBM Cloud et Microsoft Cloud. Par conséquent, le score est de 85.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:15.689227
22,cv_2,MATCH,80,MATCH,"Le candidat a une expérience significative en tant que DevOps Engineer, ce qui correspond à la mission de l'offre d'emploi. Il a également des compétences techniques pertinentes telles que AWS, Docker, Terraform, qui sont similaires aux compétences requises dans l'offre. Cependant, il n'a pas d'expérience directe avec Azure, DevSecOps, Architecture Applicative, Développement de solutions Cloud Native, écosystème Microsoft, .Net, etc. qui sont les compétences techniques principales requises dans l'offre. Il est donc nécessaire de vérifier si le candidat est prêt à apprendre et à se former sur ces compétences.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:17.160436
22,cv_3,NO MATCH,20,NO MATCH,"Le candidat n'a pas l'expérience requise en tant qu'architecte cloud. Il a des compétences en développement web et en DevOps, mais pas en architecture cloud et en Azure. De plus, il n'a pas de certificats ou d'expérience directement liés à la transformation numérique vers le cloud Microsoft.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:19.050140
22,cv_4,MATCH,85,MATCH,"Le candidat a une expérience significative en tant que Full-Stack Engineer, avec une solide compréhension des technologies telles que React, Node.js, TypeScript, MongoDB, Express, React, Node.js, etc. Il a également une expérience en architecture d'application, en développement de solutions cloud native et en mise en œuvre de la transformation numérique vers le cloud. Cependant, il n'a pas d'expérience directe avec Azure, DevSecOps, Architecture Applicative, écosystème Microsoft, .Net, etc. qui sont des compétences techniques requises pour l'offre d'emploi. En outre, le candidat a une expérience limitée en tant qu'architecte cloud expérimenté, mais il a une bonne compréhension des principes de sécurité et de la mise en œuvre des bonnes pratiques de sécurité dans les pipelines et les conteneurs.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:21.248921
22,cv_5,NO MATCH,20,NO MATCH,"Le candidat a une expérience en machine learning et en deep learning, mais pas en architecture cloud ou en DevSecOps. Il a également des compétences en NestJS et en Deep Learning, mais pas en Azure, .Net ou dans l'écosystème Microsoft. Les responsabilités mentionnées dans l'offre d'emploi ne correspondent pas aux expériences et compétences du candidat.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:24.649490
23,cv_1,MATCH,80,MATCH,"La candidature de Sabrine Ben Salah correspond à 80% à l'offre d'emploi. Elle a une expérience en développement full-stack avec des compétences en JavaScript, React, Redux, HTML, CSS, Bootstrap, Node.js, etc. Elle a également une expérience en développement frontend et backend, ainsi que des compétences en intégration web et webdesign. Cependant, elle n'a pas d'expérience directe avec les technologies telles que PHP7+, Laravel, Symfony, Magento 2, WordPress, Python, JAVA/JAVA EE, etc. qui sont mentionnées dans l'offre d'emploi. De plus, elle n'a pas d'expérience en développement PWA avec NextJs et Strapi CMS. Mais elle a une bonne connaissance des frameworks et des CMS, et elle est capable de s'adapter aux dernières tendances technologiques.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:28.181805
23,cv_2,MATCH,85,MATCH,"Le candidat a une expérience en développement full-stack avec des technologies telles que Java, Spring, Angular, et JSP, qui correspondent aux exigences de l'offre d'emploi. Il a également une expérience en tant que développeur full-stack chez BNP Paribas et Advanced Derivative Solutions, ce qui montre sa capacité à travailler dans des environnements professionnels. Cependant, il manque d'expérience avec certaines technologies telles que PHP7+, Laravel, Symfony, Magento 2, et Python, qui sont mentionnées dans l'offre d'emploi. En outre, il n'a pas de mention de la connaissance des frameworks NextJs et Strapi CMS, qui sont également mentionnés dans l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:30.390594
23,cv_3,MATCH,80,MATCH,"Le candidat a une expérience significative en développement full-stack, notamment avec les technologies telles que Java, JavaScript, HTML5, CSS3, Python, et des frameworks comme React Native, Laravel, et des CMS comme Magento 2. Il a également travaillé avec des outils tels que Git, Docker, et des méthodes de déploiement continu comme Jenkins et Kubernetes. Cependant, il manque d'expérience avec certaines technologies telles que PHP7+, TypeScript, et des frameworks comme Symfony. De plus, il n'a pas d'expérience directe avec NextJs et Strapi CMS, mais il a une expérience en développement web avec React Native.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:33.292422
23,cv_4,NO MATCH,20,NO MATCH,"Le candidat a une expérience en télécommunications et en ingénierie électrique, mais pas en développement full-stack. Les compétences techniques mentionnées dans le CV ne correspondent pas aux exigences de l'offre d'emploi. Le candidat a également une expérience dans l'intégration de réseaux et la maintenance de équipements de télécommunications, ce qui n'est pas pertinent pour l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:35.565460
23,cv_5,MATCH,80,MATCH,"Le candidat a une expérience en développement de logiciel, mais pas directement en développement full-stack. Cependant, il a une solide expérience en Deep Learning et en Machine Learning, qui peuvent être transposables à certaines compétences requises dans l'offre d'emploi. De plus, il a une bonne connaissance de NestJS, qui est un framework JavaScript, et il a également une expérience en DevOps, ce qui est un atout important dans l'offre d'emploi. Enfin, il a une bonne connaissance de Git, Docker et des méthodes de déploiement continu, ce qui est également un atout important.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:36.873738
24,cv_1,MATCH,85,MATCH,"Le candidat possède une formation en IA/ML (Master's degree, Artificial Intelligence et PhD, Artificial Intelligence) et une expérience significative dans le développement de solutions IA/ML (Senior ML Engineer et Machine Learning Engineer). Il possède également des compétences en matière de programmation Python, d'analyse de données et de communication. Cependant, il n'a pas d'expérience directe dans l'utilisation de frameworks tels que Scikit-Learn, TensorFlow, Keras et Hugging Face, mais il a une formation en IA/ML qui pourrait être utile pour apprendre ces compétences. De plus, il a une excellente maîtrise de l'anglais, à la fois à l'oral et à l'écrit, ce qui est un atout important pour ce poste.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:38.354687
24,cv_2,NO MATCH,20,NO MATCH,"Le candidat n'a pas d'expérience dans le domaine de l'Intelligence Artificielle et de l'Apprentissage Automatique (IA/ML). Ses compétences sont principalement axées sur le développement de logiciels full-stack, avec des compétences en front-end et back-end, mais sans expérience dans le domaine de l'IA/ML. Il n'a pas non plus les compétences requises en matière de programmation Python et de frameworks tels que Scikit-Learn, TensorFlow, Keras et Hugging Face.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:39.755247
24,cv_3,NO MATCH,20,NO MATCH,"Le candidat Ahmed Bouchiba a une formation en DevOps et Site Reliability Engineering, mais pas en Intelligence Artificielle et Apprentissage Automatique (IA/ML). Ses compétences sont principalement axées sur le développement de systèmes cloud-natifs, la conception de microservices et la mise en œuvre de pipelines de déploiement. Bien qu'il ait une bonne maîtrise de la programmation Python, il n'a pas d'expérience directe dans le développement de modèles IA/ML ou l'utilisation de frameworks tels que Scikit-Learn, TensorFlow, Keras et Hugging Face.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:40.964786
24,cv_4,MATCH,80,MATCH,"Le candidat Hazem Tounsi possède une expérience significative en tant que Cloud System Engineer Senior à Infor, avec des compétences en public cloud services, log analysis et production operations. Il est également formé en sécurité de l'information et a une bonne compréhension des concepts de l'apprentissage automatique et de la programmation Python. Cependant, il n'a pas d'expérience directe en IA/ML, mais il a une bonne compréhension des concepts de l'apprentissage automatique et de la programmation Python, ce qui pourrait être un atout pour le rôle. De plus, il a une excellente maîtrise de l'anglais, à la fois à l'oral et à l'écrit, ce qui est un critère important pour le rôle.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:45.475901
24,cv_5,NO MATCH,20,NO MATCH,"Le candidat a une expérience en développement Full-Stack avec des compétences en PHP, ReactJS, NextJS, Redux, etc. mais pas en Intelligence Artificielle et Apprentissage Automatique (IA/ML). Il a travaillé sur des projets de développement de site Web et d'application, mais pas sur des projets liés à l'IA/ML. Il a également une formation en ingénierie informatique, mais pas en IA/ML.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:46.764631
25,cv_1,MATCH,80,MATCH,"Le candidat a une expérience confirmée dans le développement d'applications AI, notamment dans le domaine de la génération de texte et de la recommandation de tâches. Il a également une bonne maîtrise des langages de programmation tels que Python et Java, ainsi que des frameworks et bibliothèques populaires tels que TensorFlow et PyTorch. Cependant, il manque d'expérience dans le domaine spécifique de l'intégration de modèles de langage et de modèles basés sur les transformateurs dans des environnements de production. De plus, il n'a pas d'expérience dans la conception et le déploiement d'applications AI utilisant FastAPI et des API RESTful évolutives.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:53.553305
25,cv_2,MATCH,80,MATCH,"Le candidat a une formation en informatique et a une expérience professionnelle dans le développement d'applications AI, notamment en tant que software engineer chez Microsoft. Il a également une excellente maîtrise des langages de programmation tels que Python, Java, JavaScript, ainsi que des frameworks et bibliothèques populaires tels que TensorFlow, PyTorch et Scikit-learn. Cependant, il n'a pas d'expérience directe dans la conception et le déploiement d'applications AI utilisant FastAPI, des API RESTful évolutives et des architectures de base de données robustes. Il faudrait donc évaluer son potentiel pour apprendre ces compétences.",meta/llama-3.1-8b-instruct,2026-05-05T11:56:59.963126
25,cv_3,NO MATCH,20,NO MATCH,"Le candidat a une expérience professionnelle en tant que consultant Microsoft à EY, mais elle n'est pas directement liée au développement d'applications AI. De plus, les compétences mentionnées dans le CV (gestion de projet, social entrepreneurship, Canva, etc.) ne correspondent pas aux exigences de l'offre d'emploi. Le candidat a une formation en informatique et a suivi un master en Data Science, mais il n'a pas d'expérience directe dans le développement d'applications AI.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:04.994068
25,cv_4,NO MATCH,40,NO MATCH,"Le candidat a une expérience en ingénierie réseau et sécurité, mais pas en intelligence artificielle. Il a des compétences en sécurité réseau et documentation, mais pas en développement d'applications AI. Il a également des expériences en déploiement de solutions SD-WAN et refonte d'architecture réseau, mais pas en conception et déploiement d'applications AI.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:12.059844
25,cv_5,MATCH,85,MATCH,"Le candidat a une expérience professionnelle en tant que Machine Learning Engineer, ce qui correspond à la mission de l'offre d'emploi. Il a également une formation en informatique et a travaillé sur des projets liés à l'intelligence artificielle, notamment en géométrie profonde et en apprentissage automatique. Cependant, il n'a pas d'expérience directe dans la conception et le déploiement d'applications AI utilisant FastAPI, des API RESTful évolutives et des architectures de base de données robustes. Il a également mentionné une expérience en DevOps, mais il n'est pas clair si cela correspond à l'expérience requise dans l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:15.071644
26,cv_1,MATCH,60,MATCH,"Le candidat a des compétences en développement web et informatique, mais il manque d'expérience en backend development et en technologies telles que Go, PostgreSQL, Redis, Kafka, gRPC, et Kubernetes. Cependant, il a une expérience en Node.js et Full-Stack Development, ce qui est un avantage. De plus, il a une bonne compréhension des méthodologies agiles et a travaillé en équipe, ce qui est important pour ce poste. Il est également intéressant de noter que le candidat est actuellement à la recherche d'un stage PFE pour approfondir ses compétences techniques, ce qui suggère qu'il est prêt à apprendre et à se développer professionnellement.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:20.473775
26,cv_2,MATCH,85,MATCH,"La candidate, Azza Kouka, possède une expérience significative en tant que Cloud Engineer et Site Reliability Engineer, avec une expertise en Kubernetes, RedHat OpenShift, Infrastructure as Code, CI/CD, Disaster Recovery et observabilité avancée. Elle a également une expérience en développement web front-end et back-end, notamment en MeanStack. Les compétences techniques requises pour le poste de Backend Engineer, telles que Go, PostgreSQL, Redis, Kafka, gRPC et Kubernetes, sont partiellement présentes dans son CV. Cependant, il manque une expérience directe en Clean Architecture et SOLID, mais elle a une forte propension pour la résolution de problèmes complexes et l'amélioration continue. Les soft skills, tels que la capacité à travailler en équipe, la communication efficace et l'adaptabilité, sont également présentes dans son CV. En résumé, la candidate présente un bon match pour le poste, mais nécessite peut-être une formation ou une expérience supplémentaire pour répondre aux exigences techniques spécifiques du poste.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:24.452508
26,cv_3,NO MATCH,20,NO MATCH,"Le candidat a une expérience importante en leadership et en gestion de projet, mais il n'a pas d'expérience directe en développement backend avec des technologies telles que Go, PostgreSQL, Redis, Kafka, gRPC, et Kubernetes. Ses compétences techniques sont principalement axées sur les langages de programmation et les frameworks de développement web, tels que React et Node.js.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:26.878359
26,cv_4,MATCH,70,MATCH,"Le candidat a une expérience en développement full-stack avec des technologies telles que Python, Django, Flask et JavaScript. Il a également des certifications en Agile Methodology, ITIL V4 et Microsoft AI Fundamentals. Cependant, il n'a pas d'expérience directe en développement backend avec des technologies telles que Go, PostgreSQL, Redis, Kafka, gRPC et Kubernetes, qui sont requises pour le poste. Il faudrait évaluer les compétences du candidat en développement backend et sa capacité à apprendre rapidement ces nouvelles technologies.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:28.502628
26,cv_5,NO MATCH,20,NO MATCH,"Le candidat a une expérience en machine learning et en deep learning, mais pas en développement backend. Il a travaillé avec des technologies telles que NestJS, mais pas avec Go, PostgreSQL, Redis, Kafka, gRPC, et Kubernetes. Il a également des compétences en DevOps, mais pas en leadership et en communication. Les compétences techniques requises pour le poste ne correspondent pas à celles du candidat.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:30.188971
27,cv_1,MATCH,60,MATCH,"Le candidat a une expérience en développement de systèmes embarqués, notamment dans le domaine des systèmes temps-réel, mais il n'a pas d'expérience directe dans le domaine des systèmes embarqués. Il a également des compétences en langages de programmation tels que C# et Java, mais pas en VHDL. Cependant, il a une bonne connaissance des outils de gestion de version tels que Git et SVN, ce qui est un atout. De plus, il a des compétences en communication efficace et en résolution de problèmes, ce qui est important pour ce poste.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:34.481139
27,cv_2,NO MATCH,20,NO MATCH,"Le candidat a une expérience en machine learning et en ingénierie de données, mais pas en ingénierie système embarquée. Les compétences techniques requises pour le poste (C/C++, Java, VHDL, etc.) ne correspondent pas aux compétences du candidat. Cependant, le candidat a une bonne expérience en gestion de projet et en travail en équipe, ce qui pourrait être utile pour le poste.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:36.058535
27,cv_3,NO MATCH,20,NO MATCH,"Le CV ne correspond pas à l'offre d'emploi car le candidat a une expérience en DevOps et non en ingénierie système embarquée. Les compétences techniques mentionnées dans le CV (AWS, Terraform, Docker, kubernetes) ne sont pas pertinentes pour l'offre d'emploi. Cependant, le candidat a une bonne expérience en travail en équipe et en communication efficace, ce qui est un atout.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:42.260466
27,cv_4,NO MATCH,20,NO MATCH,"Le candidat a une expérience de développement mobile et web, mais pas d'expérience dans le domaine des systèmes embarqués. Il a une bonne connaissance des langages de développement tels que JavaScript, TypeScript, C#, etc., mais pas de connaissance des langages de développement C/C++, Java, VHDL, etc. qui sont requis pour ce poste.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:45.667107
27,cv_5,NO MATCH,20,NO MATCH,"Le candidat a une formation en ingénierie informatique et des expériences dans le domaine de l'apprentissage automatique, mais pas dans le domaine des systèmes embarqués. Les compétences techniques requises dans l'offre d'emploi (C/C++, Java, VHDL, etc.) ne sont pas mentionnées dans le CV. Le candidat a également une expérience dans le développement de systèmes de machine learning, ce qui n'est pas pertinent pour l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:50.167403
28,cv_1,MATCH,85,MATCH,"Le candidat a une expérience de 2 ans en développement web, avec une expertise en technologies telles que React, Angular, Express, Flutter, WordPress, TailwindCSS, MUI et Bootstrap. Les compétences mentionnées dans le CV correspondent à la plupart des exigences de l'offre d'emploi. Cependant, il n'est pas mentionné que le candidat ait une expérience avec Node.js, PHP (Laravel) et PostgreSQL, qui sont des technologies spécifiques requises dans l'offre d'emploi. En revanche, le candidat a une expérience avec React, qui est une technologie similaire. De plus, le candidat a une bonne connaissance de Git, Docker et des systèmes d'exploitation tels que Linux et Windows, qui sont des compétences supplémentaires requises dans l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:53.657179
28,cv_2,MATCH,85,MATCH,"Le candidat Ahmed Bouchiba possède une expérience significative en développement full stack, notamment en Go, Python (FastAPI), Golang et Kubernetes. Il a également une bonne connaissance des frameworks tels que React et Laravel, ainsi que des outils de gestion de projet tels que Trello et Asana. Ses compétences en DevOps et en site reliability engineering sont également pertinentes pour l'offre d'emploi. Cependant, il n'a pas d'expérience directe avec les technologies telles que Node.js, PHP (Laravel) et PostgreSQL mentionnées dans l'offre d'emploi, mais il a une bonne connaissance des langages de programmation et des frameworks qui pourraient être transférables.",meta/llama-3.1-8b-instruct,2026-05-05T11:57:56.395125
28,cv_3,MATCH,85,MATCH,"Le candidat a une expérience significative en développement front-end avec React et Node.js, ce qui correspond à la mission. Il a également une bonne connaissance de Git, Agile et des langages de programmation tels que JavaScript. Cependant, il n'a pas d'expérience directe en développement full stack avec des technologies telles que PHP, Laravel et PostgreSQL. Il faudrait vérifier si le candidat est prêt à apprendre ces nouvelles technologies et si il a les compétences nécessaires pour travailler en collaboration avec l'équipe de design.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:00.092249
28,cv_4,MATCH,80,MATCH,"Le candidat Raslen Guesmi possède une formation et des compétences pertinentes pour le poste de développeur full stack. Il a une expérience en machine learning, NLP et développement d'applications web, ce qui est en partie compatible avec les exigences de l'offre d'emploi. Cependant, il manque d'expérience directe dans les technologies spécifiques mentionnées dans l'offre (React, Node.js, PHP, PostgreSQL), mais il a des compétences en Python et des frameworks tels que Flask et FastAPI, qui pourraient être transférables. De plus, il a des compétences en data analysis et visualisation, qui pourraient être utiles dans le contexte de développement web. Il est également important de noter que le candidat a une expérience en travail en équipe et en communication avec les clients, ce qui est une compétence souhaitée dans l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:05.556969
28,cv_5,MATCH,80,MATCH,"Le candidat a une expérience en tant que Machine Learning Engineer, ce qui est proche de la fonction de développeur full stack recherchée. Il a également des compétences en Deep Learning, ce qui est un avantage pour les projets de développement de l'entreprise. Cependant, il n'a pas d'expérience directe en développement web, ce qui est un point de défaillance. Il est également important de noter que le candidat a une formation en ingénierie des télécommunications, ce qui n'est pas directement lié à la fonction de développeur full stack.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:07.997546
29,cv_1,MATCH,85,MATCH,"Le candidat possède une expérience significative en administration d'environnements virtualisés, en DevOps et en cybersécurité, ce qui correspond aux compétences requises pour le poste. Il maîtrise également les technologies cloud native (Docker, Kubernetes, Helm) et les frameworks tels que Spring Boot, React.js, Angular.js, Node.js, Django et Flask, ce qui est pertinent pour le poste. De plus, il a une bonne connaissance des langages de programmation (Python, Java, JavaScript) et des outils de gestion de projet (Terraform, Ansible, PowerCLI). Cependant, il n'est pas mentionné explicitement qu'il ait une expérience avec les technologies spécifiques mentionnées dans l'offre d'emploi (PHP, Symfony, Doctrine, etc.), mais il est possible que ces compétences soient implémentées dans son expérience passée ou qu'il ait une bonne compréhension des concepts sous-jacents.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:15.257437
29,cv_2,MATCH,80,MATCH,"Le candidat a une expérience significative en développement backend, notamment avec Java, Spring Boot, Spring Security, et Angular. Il a également travaillé avec des technologies telles que Docker, Kubernetes, Jenkins, et GitLab. Cependant, il n'a pas d'expérience directe avec PHP, Symfony, et Doctrine, qui sont les technologies mentionnées dans l'offre d'emploi. Il est possible que le candidat puisse apprendre ces technologies rapidement, mais cela nécessiterait un investissement supplémentaire en formation et en temps de travail. En revanche, le candidat a de bonnes compétences en matière de travail d'équipe, de communication efficace, et de résolution de problèmes, ce qui est important pour ce poste.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:24.451364
29,cv_3,MATCH,85,MATCH,"Le candidat a une expérience significative dans le développement backend, notamment en Java et Spring, ce qui correspond à certaines des technologies requises dans l'offre d'emploi. Il a également une bonne connaissance de Git, SQL, et des outils de CI/CD. Cependant, il n'a pas d'expérience directe avec les technologies PHP, Symfony, Doctrine, Docker, Kubernetes, Jenkins, Travis CI, Circle CI, Ansible, Puppet, Azure AKS, AWS, Linux, Elastic Cloud, OpsGenie, New Relic, Contentful, Google Cloud, GKE, Azure, AKS, Terraform, Kustomize, qui sont mentionnées dans l'offre d'emploi. Il faudrait donc évaluer la capacité du candidat à apprendre rapidement ces nouvelles technologies.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:27.588489
29,cv_4,NO MATCH,20,NO MATCH,"Le candidat a une expérience significative en Data Science et en Intelligence Artificielle, mais pas en développement backend. Ses compétences techniques incluent Python, React, GPT APIs, LLM workflows, prompt engineering et data reasoning, mais pas PHP, Symfony, Doctrine, Docker, Kubernetes, etc. Il a également une expérience en SAS, IFRS9 et Azure Data Fundamentals, mais pas en Azure AKS, AWS, Linux, Elastic Cloud, OpsGenie, New Relic, etc.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:30.668497
29,cv_5,NO MATCH,20,NO MATCH,"Le candidat a une expérience en machine learning et en deep learning, mais pas en développement backend. Les compétences techniques mentionnées dans le CV ne correspondent pas aux exigences de l'offre d'emploi. Cependant, le candidat a des compétences en DevOps et en Deep Learning qui pourraient être transférées vers le développement backend.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:36.969093
30,cv_1,MATCH,60,MATCH,"Le candidat a des compétences en Full-Stack avec Java/Spring Boot et React, ce qui correspond à la partie développement de l'offre. Il a également des intérêts pour le Cloud et le DevOps, ce qui est pertinent pour l'offre. Cependant, il manque d'expérience dans la conception et la mise en œuvre de systèmes de données à grande échelle, ainsi que dans la gestion de l'infrastructure et des processus de déploiement. Il a également besoin d'acquérir des compétences en gestion de données et science des données, ainsi que dans la mise en œuvre de modèles d'apprentissage automatique.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:42.968068
30,cv_2,NO MATCH,20,NO MATCH,"Le candidat n'a pas d'expérience dans la conception et la mise en œuvre de systèmes de données à grande échelle, ni dans la gestion de l'infrastructure et des processus de déploiement. Ses compétences sont principalement axées sur le développement web et mobile, avec des outils tels que Next.js, React.js et Spring Boot. Il manque également d'expérience dans la gestion de données et la science des données, ainsi que dans la mise en œuvre de modèles d'apprentissage automatique.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:46.084323
30,cv_3,MATCH,85,MATCH,"Le candidat a une expérience significative dans la conception et la mise en œuvre de systèmes de données à grande échelle, ainsi que dans la gestion de l'infrastructure et des processus de déploiement. Il a une excellente connaissance des outils tels que Docker, Kubernetes, Jenkins, AWS, Linux, Java, Python et Go. Il a également une expérience dans la gestion de données et la science des données, ainsi que dans la mise en œuvre de modèles d'apprentissage automatique. Le candidat a également des compétences en communication et en travail d'équipe, ainsi que la capacité de travailler dans un environnement rapide et dynamique.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:50.087193
30,cv_4,NO MATCH,40,NO MATCH,"Le candidat a une expérience en développement full stack avec des compétences en Java, Spring, React, etc. mais il n'a pas d'expérience directe en DevOps et MLOps. De plus, il n'a pas de compétences en gestion de données et science des données, qui sont essentielles pour ce poste. Cependant, il a une bonne connaissance des outils tels que Git, Jenkins, etc. qui pourraient être utiles pour ce poste.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:53.982223
30,cv_5,MATCH,85,MATCH,"Le candidat a une expérience en machine learning et en deep learning, ce qui correspond à la partie MLOps de l'offre d'emploi. Il a également une bonne connaissance des langages de programmation tels que Java, Python et Go, qui sont mentionnés dans l'offre d'emploi. Cependant, il n'a pas d'expérience directe en DevOps, mais il a travaillé sur des projets qui impliquent la conception et la mise en œuvre de systèmes de données à grande échelle. De plus, il a une excellente connaissance des outils tels que Docker, Kubernetes et Jenkins, qui sont mentionnés dans l'offre d'emploi. Enfin, il a une bonne connaissance des langages de programmation tels que Java, Python et Go, qui sont mentionnés dans l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T11:58:57.771814
31,cv_1,MATCH,85,MATCH,"Le candidat Mustafa Çiçek possède une expérience significative en développement logiciel et en intelligence artificielle, avec une maîtrise des langages de programmation tels que Python, Java, C/C++, JavaScript, TypeScript, Dart, PL/SQL. Il a également une bonne connaissance des technologies web telles que HTML/CSS, ReactJs, Angular, Flutter, FastAPI, NodeJs, ainsi que des bases de données telles que PostgreSQL, ORACLE, Neo4j, MySQL. De plus, il a une expérience avec les outils de cloud tels que Git, Docker, Terraform, Bitbucket, AWS, ainsi que des systèmes d’exploitation tels que Linux. Les compétences techniques requises pour le poste sont donc largement couvertes par les expériences et les compétences de Mustafa Çiçek. Cependant, il est important de noter que le poste nécessite également une bonne compréhension des méthodologies de développement telles que Scrum, ainsi qu’une expérience avec les outils de versionning tels que Git. Mustafa Çiçek a mentionné dans son CV qu'il a une expérience avec Scrum et Git, mais il est important de vérifier ces informations pour s'assurer qu'elles sont exactes.",meta/llama-3.1-8b-instruct,2026-05-05T11:59:02.751708
31,cv_2,MATCH,80,MATCH,"Le candidat Moetez Saidi a une formation en informatique et des expériences dans le domaine de la data science, ce qui correspond à certaines compétences requises pour l'offre d'emploi. Cependant, il manque d'expérience dans le domaine de l'intelligence artificielle et du développement logiciel, qui sont des compétences clés pour l'offre. Il a cependant une bonne maîtrise de FastAPI, qui est une technologie requise pour l'offre. Il est donc possible que le candidat soit adapté à l'offre, mais il faudrait lui donner la possibilité de se former ou de développer ses compétences dans les domaines manquants.",meta/llama-3.1-8b-instruct,2026-05-05T11:59:09.280858
31,cv_3,MATCH,80,MATCH,"Le candidat a une expérience en développement logiciel, en particulier en full-stack développement, avec des compétences en Java, Angular, TypeScript, etc. Il a également une expérience en Agile Scrum et en gestion de version avec Git et GitLab. Cependant, il manque d'expérience directe en intelligence artificielle et en développement d'agents IA, qui sont des compétences clés requises pour l'offre d'emploi. De plus, il n'a pas de certification en IA ou en développement logiciel, ce qui est un plus souhaité. Enfin, il n'a pas d'expérience en cloud computing et en systèmes d'exploitation, qui sont également des compétences requises.",meta/llama-3.1-8b-instruct,2026-05-05T11:59:17.876834
